election_id,office,district,status,filepath
140824,State Senate,"Norfolk, Bristol and Plymouth",ok,State_Senate/Norfolk_Bristol_and_Plymouth_140824.csv
140756,State Senate,Norfolk and Plymouth,ok,State_Senate/Norfolk_and_Plymouth_140756.csv
140871,State Senate,Norfolk and Suffolk,ok,State_Senate/Norfolk_and_Suffolk_140871.csv
140741,State Senate,Plymouth and Barnstable,ok,State_Senate/Plymouth_and_Barnstable_140741.csv
140874,State Senate,Plymouth and Barnstable,ok,State_Senate/Plymouth_and_Barnstable_140874.csv
140903,State Senate,Plymouth and Norfolk,ok,State_Senate/Plymouth_and_Norfolk_140903.csv
140840,State Senate,1st Plymouth and Bristol,ok,State_Senate/1st_Plymouth_and_Bristol_140840.csv
140885,State Senate,2nd Plymouth and Bristol,ok,State_Senate/2nd_Plymouth_and_Bristol_140885.csv
140869,State Senate,1st Suffolk,ok,State_Senate/1st_Suffolk_140869.csv
140872,State Senate,2nd Suffolk,ok,State_Senate/2nd_Suffolk_140872.csv
140868,State Senate,1st Suffolk and Middlesex,ok,State_Senate/1st_Suffolk_and_Middlesex_140868.csv
140838,State Senate,2nd Suffolk and Middlesex,ok,State_Senate/2nd_Suffolk_and_Middlesex_140838.csv
140842,State Senate,Worcester and Middlesex,ok,State_Senate/Worcester_and_Middlesex_140842.csv
140837,State Senate,Worcester and Norfolk,ok,State_Senate/Worcester_and_Norfolk_140837.csv
140804,State Senate,"Worcester, Hampden, Hampshire and Middlesex",ok,State_Senate/Worcester_Hampden_Hampshire_and_Middlesex_140804.csv
140877,State Senate,1st Worcester,ok,State_Senate/1st_Worcester_140877.csv
140819,State Senate,2nd Worcester,ok,State_Senate/2nd_Worcester_140819.csv
140829,State Representative,1st Barnstable,ok,State_Representative/1st_Barnstable_140829.csv
140830,State Representative,2nd Barnstable,ok,State_Representative/2nd_Barnstable_140830.csv
140873,State Representative,3rd Barnstable,ok,State_Representative/3rd_Barnstable_140873.csv
140879,State Representative,4th Barnstable,ok,State_Representative/4th_Barnstable_140879.csv
140828,State Representative,5th Barnstable,ok,State_Representative/5th_Barnstable_140828.csv
140795,State Representative,"Barnstable, Dukes and Nantucket",ok,State_Representative/Barnstable_Dukes_and_Nantucket_140795.csv
140773,State Representative,1st Berkshire,ok,State_Representative/1st_Berkshire_140773.csv
140843,State Representative,2nd Berkshire,ok,State_Representative/2nd_Berkshire_140843.csv
140974,State Representative,3rd Berkshire,ok,State_Representative/3rd_Berkshire_140974.csv
140778,State Representative,4th Berkshire,ok,State_Representative/4th_Berkshire_140778.csv
140926,State Representative,1st Bristol,ok,State_Representative/1st_Bristol_140926.csv
140815,State Representative,2nd Bristol,ok,State_Representative/2nd_Bristol_140815.csv
140743,State Representative,3rd Bristol,ok,State_Representative/3rd_Bristol_140743.csv
140917,State Representative,3rd Bristol,ok,State_Representative/3rd_Bristol_140917.csv
140971,State Representative,4th Bristol,ok,State_Representative/4th_Bristol_140971.csv
140907,State Representative,5th Bristol,ok,State_Representative/5th_Bristol_140907.csv
140923,State Representative,6th Bristol,ok,State_Representative/6th_Bristol_140923.csv
140922,State Representative,7th Bristol,ok,State_Representative/7th_Bristol_140922.csv
140921,State Representative,8th Bristol,ok,State_Representative/8th_Bristol_140921.csv
140905,State Representative,9th Bristol,ok,State_Representative/9th_Bristol_140905.csv
140920,State Representative,10th Bristol,ok,State_Representative/10th_Bristol_140920.csv
140768,State Representative,11th Bristol,ok,State_Representative/11th_Bristol_140768.csv
140839,State Representative,12th Bristol,ok,State_Representative/12th_Bristol_140839.csv
140967,State Representative,13th Bristol,ok,State_Representative/13th_Bristol_140967.csv
140814,State Representative,14th Bristol,ok,State_Representative/14th_Bristol_140814.csv
140782,State Representative,1st Essex,ok,State_Representative/1st_Essex_140782.csv
140875,State Representative,2nd Essex,ok,State_Representative/2nd_Essex_140875.csv
140936,State Representative,3rd Essex,ok,State_Representative/3rd_Essex_140936.csv
140931,State Representative,4th Essex,ok,State_Representative/4th_Essex_140931.csv
140918,State Representative,5th Essex,ok,State_Representative/5th_Essex_140918.csv
140844,State Representative,6th Essex,ok,State_Representative/6th_Essex_140844.csv
140980,State Representative,7th Essex,ok,State_Representative/7th_Essex_140980.csv
140949,State Representative,8th Essex,ok,State_Representative/8th_Essex_140949.csv
140951,State Representative,9th Essex,ok,State_Representative/9th_Essex_140951.csv
140952,State Representative,10th Essex,ok,State_Representative/10th_Essex_140952.csv
140950,State Representative,11th Essex,ok,State_Representative/11th_Essex_140950.csv
140973,State Representative,12th Essex,ok,State_Representative/12th_Essex_140973.csv
140904,State Representative,13th Essex,ok,State_Representative/13th_Essex_140904.csv
140935,State Representative,14th Essex,ok,State_Representative/14th_Essex_140935.csv
140934,State Representative,15th Essex,ok,State_Representative/15th_Essex_140934.csv
140943,State Representative,16th Essex,ok,State_Representative/16th_Essex_140943.csv
140789,State Representative,17th Essex,ok,State_Representative/17th_Essex_140789.csv
140788,State Representative,18th Essex,ok,State_Representative/18th_Essex_140788.csv
140808,State Representative,1st Franklin,ok,State_Representative/1st_Franklin_140808.csv
140812,State Representative,2nd Franklin,ok,State_Representative/2nd_Franklin_140812.csv
140881,State Representative,1st Hampden,ok,State_Representative/1st_Hampden_140881.csv
140914,State Representative,2nd Hampden,ok,State_Representative/2nd_Hampden_140914.csv
140776,State Representative,3rd Hampden,ok,State_Representative/3rd_Hampden_140776.csv
140989,State Representative,4th Hampden,ok,State_Representative/4th_Hampden_140989.csv
140941,State Representative,5th Hampden,ok,State_Representative/5th_Hampden_140941.csv
140900,State Representative,6th Hampden,ok,State_Representative/6th_Hampden_140900.csv
140834,State Representative,7th Hampden,ok,State_Representative/7th_Hampden_140834.csv
140898,State Representative,8th Hampden,ok,State_Representative/8th_Hampden_140898.csv
140899,State Representative,9th Hampden,ok,State_Representative/9th_Hampden_140899.csv
140984,State Representative,10th Hampden,ok,State_Representative/10th_Hampden_140984.csv
140983,State Representative,11th Hampden,ok,State_Representative/11th_Hampden_140983.csv
140915,State Representative,12th Hampden,ok,State_Representative/12th_Hampden_140915.csv
140933,State Representative,1st Hampshire,ok,State_Representative/1st_Hampshire_140933.csv
140916,State Representative,2nd Hampshire,ok,State_Representative/2nd_Hampshire_140916.csv
140786,State Representative,3rd Hampshire,ok,State_Representative/3rd_Hampshire_140786.csv
140805,State Representative,1st Middlesex,ok,State_Representative/1st_Middlesex_140805.csv
140894,State Representative,2nd Middlesex,ok,State_Representative/2nd_Middlesex_140894.csv
140847,State Representative,3rd Middlesex,ok,State_Representative/3rd_Middlesex_140847.csv
140960,State Representative,4th Middlesex,ok,State_Representative/4th_Middlesex_140960.csv
140964,State Representative,5th Middlesex,ok,State_Representative/5th_Middlesex_140964.csv
140927,State Representative,6th Middlesex,ok,State_Representative/6th_Middlesex_140927.csv
140810,State Representative,7th Middlesex,ok,State_Representative/7th_Middlesex_140810.csv
140940,State Representative,8th Middlesex,ok,State_Representative/8th_Middlesex_140940.csv
140947,State Representative,9th Middlesex,ok,State_Representative/9th_Middlesex_140947.csv
140969,State Representative,10th Middlesex,ok,State_Representative/10th_Middlesex_140969.csv
140968,State Representative,11th Middlesex,ok,State_Representative/11th_Middlesex_140968.csv
140970,State Representative,12th Middlesex,ok,State_Representative/12th_Middlesex_140970.csv
140928,State Representative,13th Middlesex,ok,State_Representative/13th_Middlesex_140928.csv
140760,State Representative,14th Middlesex,ok,State_Representative/14th_Middlesex_140760.csv
140946,State Representative,15th Middlesex,ok,State_Representative/15th_Middlesex_140946.csv
140896,State Representative,16th Middlesex,ok,State_Representative/16th_Middlesex_140896.csv
140895,State Representative,17th Middlesex,ok,State_Representative/17th_Middlesex_140895.csv
140948,State Representative,18th Middlesex,ok,State_Representative/18th_Middlesex_140948.csv
140986,State Representative,19th Middlesex,ok,State_Representative/19th_Middlesex_140986.csv
140954,State Representative,20th Middlesex,ok,State_Representative/20th_Middlesex_140954.csv
140832,State Representative,21st Middlesex,ok,State_Representative/21st_Middlesex_140832.csv
140846,State Representative,22nd Middlesex,ok,State_Representative/22nd_Middlesex_140846.csv
140799,State Representative,23rd Middlesex,ok,State_Representative/23rd_Middlesex_140799.csv
140798,State Representative,24th Middlesex,ok,State_Representative/24th_Middlesex_140798.csv
140888,State Representative,25th Middlesex,ok,State_Representative/25th_Middlesex_140888.csv
140890,State Representative,26th Middlesex,ok,State_Representative/26th_Middlesex_140890.csv
140982,State Representative,27th Middlesex,ok,State_Representative/27th_Middlesex_140982.csv
140919,State Representative,28th Middlesex,ok,State_Representative/28th_Middlesex_140919.csv
140889,State Representative,29th Middlesex,ok,State_Representative/29th_Middlesex_140889.csv
140978,State Representative,30th Middlesex,ok,State_Representative/30th_Middlesex_140978.csv
140985,State Representative,31st Middlesex,ok,State_Representative/31st_Middlesex_140985.csv
139531,State Representative,32nd Middlesex,ok,State_Representative/32nd_Middlesex_139531.csv
140956,State Representative,32nd Middlesex,ok,State_Representative/32nd_Middlesex_140956.csv
140957,State Representative,33rd Middlesex,ok,State_Representative/33rd_Middlesex_140957.csv
140963,State Representative,34th Middlesex,ok,State_Representative/34th_Middlesex_140963.csv
140955,State Representative,35th Middlesex,ok,State_Representative/35th_Middlesex_140955.csv
140910,State Representative,36th Middlesex,ok,State_Representative/36th_Middlesex_140910.csv
140744,State Representative,37th Middlesex,ok,State_Representative/37th_Middlesex_140744.csv
140761,State Representative,37th Middlesex,ok,State_Representative/37th_Middlesex_140761.csv
140976,State Representative,1st Norfolk,ok,State_Representative/1st_Norfolk_140976.csv
140977,State Representative,2nd Norfolk,ok,State_Representative/2nd_Norfolk_140977.csv
140938,State Representative,3rd Norfolk,ok,State_Representative/3rd_Norfolk_140938.csv
140937,State Representative,4th Norfolk,ok,State_Representative/4th_Norfolk_140937.csv
140878,State Representative,5th Norfolk,ok,State_Representative/5th_Norfolk_140878.csv
140823,State Representative,6th Norfolk,ok,State_Representative/6th_Norfolk_140823.csv
140965,State Representative,7th Norfolk,ok,State_Representative/7th_Norfolk_140965.csv
140959,State Representative,8th Norfolk,ok,State_Representative/8th_Norfolk_140959.csv
140962,State Representative,9th Norfolk,ok,State_Representative/9th_Norfolk_140962.csv
140929,State Representative,10th Norfolk,ok,State_Representative/10th_Norfolk_140929.csv
140906,State Representative,11th Norfolk,ok,State_Representative/11th_Norfolk_140906.csv
140972,State Representative,12th Norfolk,ok,State_Representative/12th_Norfolk_140972.csv
140909,State Representative,13th Norfolk,ok,State_Representative/13th_Norfolk_140909.csv
140987,State Representative,14th Norfolk,ok,State_Representative/14th_Norfolk_140987.csv
140886,State Representative,15th Norfolk,ok,State_Representative/15th_Norfolk_140886.csv
140975,State Representative,1st Plymouth,ok,State_Representative/1st_Plymouth_140975.csv
140892,State Representative,2nd Plymouth,ok,State_Representative/2nd_Plymouth_140892.csv
140902,State Representative,3rd Plymouth,ok,State_Representative/3rd_Plymouth_140902.csv
140961,State Representative,4th Plymouth,ok,State_Representative/4th_Plymouth_140961.csv
140932,State Representative,5th Plymouth,ok,State_Representative/5th_Plymouth_140932.csv
140912,State Representative,6th Plymouth,ok,State_Representative/6th_Plymouth_140912.csv
140754,State Representative,7th Plymouth,ok,State_Representative/7th_Plymouth_140754.csv
140880,State Representative,8th Plymouth,ok,State_Representative/8th_Plymouth_140880.csv
140883,State Representative,9th Plymouth,ok,State_Representative/9th_Plymouth_140883.csv
140884,State Representative,10th Plymouth,ok,State_Representative/10th_Plymouth_140884.csv
140882,State Representative,11th Plymouth,ok,State_Representative/11th_Plymouth_140882.csv
140913,State Representative,12th Plymouth,ok,State_Representative/12th_Plymouth_140913.csv
140856,State Representative,1st Suffolk,ok,State_Representative/1st_Suffolk_140856.csv
140860,State Representative,2nd Suffolk,ok,State_Representative/2nd_Suffolk_140860.csv
140865,State Representative,3rd Suffolk,ok,State_Representative/3rd_Suffolk_140865.csv
140858,State Representative,4th Suffolk,ok,State_Representative/4th_Suffolk_140858.csv
140855,State Representative,5th Suffolk,ok,State_Representative/5th_Suffolk_140855.csv
140863,State Representative,6th Suffolk,ok,State_Representative/6th_Suffolk_140863.csv
140862,State Representative,7th Suffolk,ok,State_Representative/7th_Suffolk_140862.csv
140852,State Representative,8th Suffolk,ok,State_Representative/8th_Suffolk_140852.csv
140859,State Representative,9th Suffolk,ok,State_Representative/9th_Suffolk_140859.csv
140864,State Representative,10th Suffolk,ok,State_Representative/10th_Suffolk_140864.csv
140853,State Representative,11th Suffolk,ok,State_Representative/11th_Suffolk_140853.csv
140867,State Representative,12th Suffolk,ok,State_Representative/12th_Suffolk_140867.csv
140866,State Representative,13th Suffolk,ok,State_Representative/13th_Suffolk_140866.csv
140857,State Representative,14th Suffolk,ok,State_Representative/14th_Suffolk_140857.csv
140854,State Representative,15th Suffolk,ok,State_Representative/15th_Suffolk_140854.csv
140897,State Representative,16th Suffolk,ok,State_Representative/16th_Suffolk_140897.csv
140861,State Representative,17th Suffolk,ok,State_Representative/17th_Suffolk_140861.csv
140851,State Representative,18th Suffolk,ok,State_Representative/18th_Suffolk_140851.csv
140979,State Representative,19th Suffolk,ok,State_Representative/19th_Suffolk_140979.csv
140939,State Representative,1st Worcester,ok,State_Representative/1st_Worcester_140939.csv
140803,State Representative,2nd Worcester,ok,State_Representative/2nd_Worcester_140803.csv
140925,State Representative,3rd Worcester,ok,State_Representative/3rd_Worcester_140925.csv
140945,State Representative,4th Worcester,ok,State_Representative/4th_Worcester_140945.csv
140831,State Representative,5th Worcester,ok,State_Representative/5th_Worcester_140831.csv
140893,State Representative,6th Worcester,ok,State_Representative/6th_Worcester_140893.csv
140818,State Representative,7th Worcester,ok,State_Representative/7th_Worcester_140818.csv
140836,State Representative,8th Worcester,ok,State_Representative/8th_Worcester_140836.csv
140930,State Representative,9th Worcester,ok,State_Representative/9th_Worcester_140930.csv
140942,State Representative,10th Worcester,ok,State_Representative/10th_Worcester_140942.csv
140981,State Representative,11th Worcester,ok,State_Representative/11th_Worcester_140981.csv
140841,State Representative,12th Worcester,ok,State_Representative/12th_Worcester_140841.csv
140992,State Representative,13th Worcester,ok,State_Representative/13th_Worcester_140992.csv
140988,State Representative,14th Worcester,ok,State_Representative/14th_Worcester_140988.csv
140990,State Representative,15th Worcester,ok,State_Representative/15th_Worcester_140990.csv
140991,State Representative,16th Worcester,ok,State_Representative/16th_Worcester_140991.csv
140944,State Representative,17th Worcester,ok,State_Representative/17th_Worcester_140944.csv
140908,State Representative,18th Worcester,ok,State_Representative/18th_Worcester_140908.csv
140825,Sheriff,Norfolk County,ok,Sheriff/Norfolk_County_140825.csv
140765,County Treasurer,Bristol County,ok,County_Treasurer/Bristol_County_140765.csv
140792,County Treasurer,Dukes County,ok,County_Treasurer/Dukes_County_140792.csv
140821,County Treasurer,Norfolk County,ok,County_Treasurer/Norfolk_County_140821.csv
140750,County Treasurer,Plymouth County,ok,County_Treasurer/Plymouth_County_140750.csv
140827,Register of Probate,Barnstable County,ok,Register_of_Probate/Barnstable_County_140827.csv
140771,Register of Probate,Berkshire County,ok,Register_of_Probate/Berkshire_County_140771.csv
140766,Register of Probate,Bristol County,ok,Register_of_Probate/Bristol_County_140766.csv
140794,Register of Probate,Dukes County,ok,Register_of_Probate/Dukes_County_140794.csv
140780,Register of Probate,Essex County,ok,Register_of_Probate/Essex_County_140780.csv
140807,Register of Probate,Franklin County,ok,Register_of_Probate/Franklin_County_140807.csv
140775,Register of Probate,Hampden County,ok,Register_of_Probate/Hampden_County_140775.csv
140784,Register of Probate,Hampshire County,ok,Register_of_Probate/Hampshire_County_140784.csv
140758,Register of Probate,Middlesex County,ok,Register_of_Probate/Middlesex_County_140758.csv
140966,Register of Probate,Nantucket County,ok,Register_of_Probate/Nantucket_County_140966.csv
140822,Register of Probate,Norfolk County,ok,Register_of_Probate/Norfolk_County_140822.csv
140752,Register of Probate,Plymouth County,ok,Register_of_Probate/Plymouth_County_140752.csv
140849,Register of Probate,Suffolk County,ok,Register_of_Probate/Suffolk_County_140849.csv
140802,Register of Probate,Worcester County,ok,Register_of_Probate/Worcester_County_140802.csv
140806,Council of Governments Executive Committee,Franklin County,ok,Council_of_Governments_Executive_Committee/Franklin_County_140806.csv
