City/Town,Ward,Pct,"Harris/ Walz","Trump/ Vance","Stein/ Caballero-Roca","Ayyadurai/ Ellis","Oliver/ Ter Maat","De La Cruz/ Garcia","Sonski/ Onak","West/ Abdullah","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Republican,Unenrolled,Unenrolled,Libertarian,Unenrolled,Unenrolled,Unenrolled
Swansea,-,1,760,"1,237",3,9,7,2,0,0,8,10,"2,036"
Swansea,-,2,963,985,4,7,19,6,0,0,10,17,"2,011"
Swansea,-,3,913,"1,114",7,12,7,4,0,0,9,9,"2,075"
Swansea,-,4,898,"1,139",7,10,7,3,0,0,10,12,"2,086"
Swansea,-,5,868,"1,260",7,9,10,4,0,0,13,9,"2,180"
Taunton,1,A,820,659,11,10,4,4,0,0,2,15,"1,525"
Taunton,1,A1,52,25,0,0,0,2,0,0,0,3,82
Taunton,1,B,931,"1,029",5,9,11,2,0,0,14,26,"2,027"
Taunton,2,A,550,412,5,7,4,5,0,0,2,9,994
Taunton,2,B,736,591,2,8,5,4,0,0,4,11,"1,361"
Taunton,3,A,774,670,7,9,4,4,0,0,4,14,"1,486"
Taunton,3,B,962,937,14,8,11,4,0,0,8,18,"1,962"
Taunton,4,A,799,"1,007",8,11,14,5,0,0,5,25,"1,874"
Taunton,4,B,949,837,5,8,7,5,0,0,5,19,"1,835"
Taunton,4,B1,12,24,0,0,0,0,0,0,0,1,37
Taunton,5,A,690,621,8,12,7,4,0,0,6,11,"1,359"
Taunton,5,B,749,522,9,11,7,6,0,0,3,23,"1,330"
Taunton,6,A,675,587,4,7,4,4,0,0,2,14,"1,297"
Taunton,6,B,828,756,5,12,3,6,0,0,7,21,"1,638"
Taunton,7,A,915,919,19,10,7,5,0,0,3,27,"1,905"
Taunton,7,B,978,"1,192",8,14,12,4,0,0,11,28,"2,247"
Taunton,8,A,"1,120","1,028",7,10,5,4,0,0,3,31,"2,208"
Taunton,8,B,"1,042","1,021",9,14,8,8,0,0,7,21,"2,130"
Templeton,-,A,720,982,8,14,12,6,0,0,6,15,"1,763"
Templeton,-,B,591,864,7,15,4,5,0,0,8,13,"1,507"
Templeton,-,C,572,737,16,7,10,3,0,0,6,18,"1,369"
Tewksbury,-,1,"1,010",971,9,12,7,1,0,0,11,23,"2,044"
Tewksbury,-,2,"1,176","1,207",16,13,8,5,0,0,7,26,"2,458"
Tewksbury,-,3,"1,069","1,166",14,12,12,4,0,0,16,24,"2,317"
Tewksbury,-,4,"1,098","1,042",9,14,10,1,0,0,10,30,"2,214"
Tewksbury,-,5,"1,046","1,021",6,11,13,5,0,0,10,19,"2,131"
Tewksbury,-,5A,198,136,3,0,0,0,0,0,3,3,343
Tewksbury,-,6,"1,006","1,232",9,10,14,5,0,0,14,13,"2,303"
Tewksbury,-,7,"1,255","1,249",9,14,8,6,0,0,25,25,"2,591"
Tewksbury,-,8,"1,144","1,137",16,14,11,4,0,0,14,20,"2,360"
Tisbury,-,1,"2,031",548,35,11,17,12,0,0,10,36,"2,700"
Tolland,-,1,148,175,0,1,1,0,0,0,0,6,331
Topsfield,-,1,"1,283",899,6,8,11,4,0,0,21,30,"2,262"
Topsfield,-,2,"1,197",786,15,10,10,3,0,0,18,27,"2,066"
Townsend,-,1,825,982,6,21,7,2,0,0,4,23,"1,870"
Townsend,-,2,851,957,9,7,10,1,0,0,4,26,"1,865"
Townsend,-,3,881,907,11,13,10,3,0,0,4,26,"1,855"
Truro,-,1,"1,434",358,13,6,4,3,0,0,0,22,"1,840"
Tyngsborough,-,1,895,917,19,13,8,7,0,0,0,27,"1,886"
Tyngsborough,-,2,889,897,15,4,13,4,0,0,0,16,"1,838"
Tyngsborough,-,3,870,823,13,6,9,3,2,0,0,22,"1,748"
Tyngsborough,-,4,"1,113",938,11,7,16,3,0,0,0,32,"2,120"
Tyringham,-,1,224,81,3,3,4,1,0,0,5,5,326
Upton,-,1,"1,134",657,14,15,17,4,0,0,12,17,"1,870"
Upton,-,2,"1,038",821,18,6,6,1,0,0,14,17,"1,921"
Upton,-,3,914,714,17,8,8,3,0,0,10,14,"1,688"
Uxbridge,-,1,998,"1,216",10,13,14,2,0,0,11,24,"2,288"
Uxbridge,-,1A,80,43,0,0,0,0,0,0,0,1,124
Uxbridge,-,2,949,948,6,16,7,5,0,0,14,16,"1,961"
Uxbridge,-,3,"1,019","1,219",8,10,8,6,0,0,9,21,"2,300"
Uxbridge,-,4,"1,126","1,159",9,15,16,6,0,0,16,18,"2,365"
Wakefield,-,1,"1,153","1,025",11,16,11,3,0,0,16,29,"2,264"
Wakefield,-,2,"1,293",857,9,17,5,2,0,0,18,21,"2,222"
Wakefield,-,3,"1,379",949,7,13,17,4,0,0,22,19,"2,410"
Wakefield,-,4,"1,455",839,8,14,12,1,0,0,16,20,"2,365"
Wakefield,-,5,"1,484",874,10,16,22,5,0,0,22,35,"2,468"
Wakefield,-,6,"1,494",794,15,17,16,6,0,0,25,27,"2,394"
Wakefield,-,7,"1,327",932,13,10,17,5,0,0,25,26,"2,355"
Wales,-,1,434,673,4,13,7,0,0,0,0,11,"1,142"
Walpole,-,1,"1,077",711,13,11,12,3,0,0,20,19,"1,866"
Walpole,-,2,"1,068",971,13,8,14,2,3,0,5,27,"2,111"
Walpole,-,2A,18,21,0,0,0,0,0,0,0,1,40
Walpole,-,3,"1,365",950,17,15,16,6,2,0,14,24,"2,409"
Walpole,-,4,924,641,12,11,12,2,0,0,20,22,"1,644"
Walpole,-,5,858,762,5,7,16,3,0,0,9,26,"1,686"
Walpole,-,5A,25,20,0,0,0,0,0,0,0,2,47
Walpole,-,6,"1,197",793,16,14,18,0,0,0,12,26,"2,076"
Walpole,-,7,"1,092",864,21,14,15,3,0,0,19,28,"2,056"
Walpole,-,8,"1,068",901,18,15,12,2,0,0,17,34,"2,067"
Waltham,1,1,"1,370",596,11,9,11,6,0,0,0,46,"2,049"
Waltham,1,2,"1,164",748,15,12,7,3,0,0,0,39,"1,988"
Waltham,1,2A,4,11,0,0,0,0,0,0,0,1,16
Waltham,2,1,"1,259",600,14,9,4,6,1,0,0,33,"1,926"
Waltham,2,2,994,350,14,3,6,2,0,0,0,19,"1,388"
Waltham,3,1,"1,129",885,4,15,10,6,0,0,0,38,"2,087"
Waltham,3,2,"1,230",641,11,8,11,6,0,0,0,38,"1,945"
Waltham,3,2A,20,15,0,0,0,0,0,0,0,1,36
Waltham,4,1,"1,242",679,19,8,13,7,0,0,0,39,"2,007"
Waltham,4,1A,25,6,0,0,1,0,0,0,0,1,33
Waltham,4,2,237,107,4,2,4,3,0,0,0,7,364
Waltham,5,1,983,483,16,10,6,6,0,0,0,28,"1,532"
Waltham,5,2,712,212,13,5,5,7,0,0,0,28,982
Waltham,5,2A,138,28,1,0,1,0,0,0,0,2,170
Waltham,6,1,"1,091",340,10,13,13,12,0,0,0,28,"1,507"
Waltham,6,2,678,247,10,5,2,5,0,0,0,16,963
Waltham,6,2A,133,64,1,2,0,1,0,0,0,9,210
Waltham,7,1,"1,256",488,14,5,6,5,0,0,0,24,"1,798"
Waltham,7,2,467,128,4,2,3,2,0,0,0,8,614
Waltham,8,1,"1,102",310,12,4,14,6,0,0,0,18,"1,466"
Waltham,8,2,"1,068",367,17,5,14,11,0,0,0,17,"1,499"
Waltham,8,2A,14,2,0,1,0,0,0,0,0,0,17
Waltham,9,1,958,246,19,12,4,15,1,0,0,17,"1,272"
Waltham,9,2,774,271,15,6,4,7,0,0,0,9,"1,086"
Ware,-,A,702,674,17,7,5,5,0,0,5,14,"1,429"
Ware,-,B,702,902,4,8,9,3,0,0,8,17,"1,653"
Ware,-,C,894,"1,096",10,2,10,2,0,0,3,30,"2,047"
Wareham,-,1,"1,073",998,6,13,4,5,0,0,0,22,"2,121"
Wareham,-,2,"1,215","1,053",10,14,9,2,0,0,0,29,"2,332"
Wareham,-,3,"1,189",974,14,9,11,5,0,0,0,30,"2,232"
Wareham,-,4,"1,063","1,045",14,9,11,3,0,0,0,34,"2,179"
Wareham,-,5,"1,085","1,212",7,12,12,6,0,0,0,20,"2,354"
Wareham,-,6,910,"1,037",8,14,7,8,0,0,0,27,"2,011"
Warren,-,A,809,"1,139",15,11,10,6,0,0,8,21,"2,019"
Warren,-,B,263,370,3,6,6,3,0,0,3,7,661
Warwick,-,1,309,174,10,3,5,2,0,0,0,8,511
Washington,-,1,218,129,4,5,0,0,0,0,1,3,360
Watertown,-,1,941,297,27,5,7,10,1,1,5,22,"1,316"
Watertown,-,2,"1,128",294,21,6,8,17,0,0,0,21,"1,495"
Watertown,-,3,"1,227",254,34,7,9,18,0,1,2,19,"1,571"
Watertown,-,4,"1,476",283,17,7,15,6,0,0,13,10,"1,827"
Watertown,-,5,984,252,21,6,7,10,0,1,4,15,"1,300"
Watertown,-,6,"1,053",211,27,9,5,16,2,0,6,20,"1,349"
Watertown,-,7,"1,275",385,23,5,10,9,0,0,5,28,"1,740"
Watertown,-,8,"1,206",322,16,12,6,11,0,0,3,24,"1,600"
Watertown,-,9,960,271,23,1,10,12,0,0,0,15,"1,292"
Watertown,-,10,"1,204",402,15,12,7,3,0,1,8,13,"1,665"
Watertown,-,11,"1,081",458,15,11,10,4,0,0,2,44,"1,625"
Watertown,-,12,"1,004",435,22,11,3,6,0,0,1,26,"1,508"
Wayland,-,1,"1,873",437,21,6,18,6,0,0,26,33,"2,420"
Wayland,-,2,"1,568",436,42,18,13,4,0,0,16,21,"2,118"
Wayland,-,3,"1,552",391,15,17,9,11,0,0,14,24,"2,033"
Wayland,-,4,"1,794",454,21,7,21,1,0,0,24,41,"2,363"
Webster,-,1,431,483,4,6,0,2,0,0,7,3,936
Webster,-,1A,216,260,2,0,2,1,0,0,3,3,487
Webster,-,2,518,515,7,8,6,4,0,0,8,3,"1,069"
Webster,-,3,654,822,7,14,9,1,0,0,1,7,"1,515"
Webster,-,4,"1,010","1,318",10,8,14,8,0,0,9,18,"2,395"
Webster,-,5,842,921,8,16,7,1,0,0,4,12,"1,811"
Wellesley,-,A,"1,523",459,16,7,9,4,0,1,35,30,"2,084"
Wellesley,-,B,"1,711",490,21,15,17,8,0,0,15,32,"2,309"
Wellesley,-,C,"1,468",677,15,12,19,4,0,0,59,34,"2,288"
Wellesley,-,D,"1,661",417,13,10,15,9,0,0,23,47,"2,195"
Wellesley,-,E,"1,581",436,17,6,8,6,0,0,27,31,"2,112"
Wellesley,-,F,980,262,9,4,18,7,0,1,27,22,"1,330"
Wellesley,-,G,871,176,1,2,5,1,0,0,11,11,"1,078"
Wellesley,-,H,"1,547",492,13,10,11,5,0,0,24,32,"2,134"
Wellfleet,-,1,"1,890",525,36,12,15,3,0,0,12,24,"2,517"
Wendell,-,1,439,125,21,2,6,4,0,0,1,7,605
Wenham,-,1,613,287,4,5,6,0,2,0,9,21,947
Wenham,-,1A,"1,105",495,7,15,15,5,2,0,32,5,"1,681"
"W. Boylston",-,1,"1,182",803,19,18,16,5,0,0,8,22,"2,073"
"W. Boylston",-,2,"1,461","1,029",24,8,28,8,0,0,20,32,"2,610"
"W. Bridgewater",-,1,"1,031","1,224",9,10,14,2,0,0,9,22,"2,321"
"W. Bridgewater",-,2,989,"1,241",5,17,12,1,0,0,8,39,"2,312"
"W. Brookfield",-,1,"1,126","1,170",9,11,10,5,0,0,8,23,"2,362"
"W. Newbury",-,1,"2,068","1,092",13,21,30,5,0,2,28,40,"3,299"
"W. Springfield",-,1,377,373,10,2,1,3,0,0,1,6,773
"W. Springfield",-,2,531,480,16,8,5,4,0,0,6,5,"1,055"
"W. Springfield",-,3,738,663,8,9,6,3,0,0,6,16,"1,449"
"W. Springfield",-,4,875,701,13,11,5,7,0,0,7,14,"1,633"
"W. Springfield",-,5,"1,044","1,099",13,10,13,4,0,0,4,29,"2,216"
"W. Springfield",-,6,935,"1,056",11,16,7,1,0,0,5,24,"2,055"
"W. Springfield",-,7,928,"1,107",34,14,6,5,0,0,7,17,"2,118"
"W. Springfield",-,8,809,707,13,9,9,9,0,0,3,23,"1,582"
"W. Stockbridge",-,1,730,167,11,4,10,4,0,0,7,8,941
"W. Tisbury",-,1,"1,757",367,29,5,11,10,0,0,11,15,"2,205"
Westborough,-,1,"1,010",347,11,12,6,3,0,0,8,14,"1,411"
Westborough,-,2,905,381,23,3,19,4,0,0,7,20,"1,362"
Westborough,-,3,"1,043",459,12,8,8,3,0,0,12,14,"1,559"
Westborough,-,4,960,472,15,13,6,3,0,0,8,11,"1,488"
Westborough,-,5,"1,530",615,47,16,17,5,0,0,22,21,"2,273"
Westborough,-,6,"1,590",664,28,12,23,6,0,0,22,25,"2,370"
Westfield,1,A,996,"1,105",10,8,10,1,1,0,2,9,"2,142"
Westfield,1,B,829,997,2,20,7,5,1,0,9,13,"1,883"
Westfield,2,A,538,451,16,6,11,6,0,0,1,11,"1,040"
Westfield,2,A1,41,29,0,0,0,0,0,0,0,0,70
Westfield,2,B,738,654,8,10,8,6,0,0,6,13,"1,443"
Westfield,3,A,590,548,20,8,6,4,0,0,3,12,"1,191"
Westfield,3,B,902,790,10,8,10,11,0,0,5,22,"1,758"
Westfield,4,A,356,429,4,5,2,2,0,0,5,6,809
Westfield,4,B,"1,012","1,065",7,11,10,3,1,0,10,19,"2,138"
Westfield,5,A,"1,003","1,118",9,17,15,5,0,0,10,31,"2,208"
Westfield,5,B,890,"1,159",9,14,12,6,2,0,19,25,"2,136"
Westfield,6,A,816,"1,016",7,12,9,3,0,0,3,22,"1,888"
Westfield,6,B,671,774,9,15,3,3,0,0,12,21,"1,508"
Westfield,6,B1,25,54,0,0,0,1,0,0,0,2,82
Westford,-,1,"1,207",648,18,4,17,4,0,0,12,18,"1,928"
Westford,-,2,"1,244",679,20,9,19,6,0,0,16,16,"2,009"
Westford,-,3,"1,469",726,23,18,17,4,0,0,25,24,"2,306"
Westford,-,4,"1,351",583,15,13,13,8,0,0,21,17,"2,021"
Westford,-,5,"1,346",647,14,9,12,6,0,0,18,27,"2,079"
Westford,-,6,"1,368",803,26,19,12,2,0,0,20,20,"2,270"
Westford,-,7,"1,558",665,20,12,15,9,0,0,22,23,"2,324"
Westhampton,-,1,762,434,12,9,9,6,0,0,4,12,"1,248"
Westminster,-,1,846,927,10,13,10,3,1,0,5,13,"1,828"
Westminster,-,2,649,695,7,9,15,2,0,0,8,17,"1,402"
Westminster,-,2A,229,239,0,6,1,1,0,0,2,4,482
Westminster,-,3,864,779,6,9,14,4,0,0,8,13,"1,697"
Weston,-,1,"1,329",454,11,8,21,1,0,0,0,47,"1,871"
Weston,-,2,"1,108",426,25,10,20,5,0,0,25,29,"1,648"
Weston,-,3,985,398,20,6,17,2,0,0,19,27,"1,474"
Weston,-,4,"1,062",479,18,12,6,1,0,0,5,57,"1,640"
Westport,-,A,852,"1,125",6,10,6,3,0,0,6,12,"2,020"
Westport,-,B,"1,211","1,091",12,12,12,3,0,0,14,21,"2,376"
Westport,-,C,766,"1,199",8,10,6,2,0,0,6,15,"2,012"
Westport,-,D,902,"1,084",9,12,7,3,0,0,2,17,"2,036"
Westport,-,E,"1,224","1,164",10,9,16,3,0,0,15,24,"2,465"
Westwood,-,1,"1,345",625,16,9,10,5,3,0,24,35,"2,072"
Westwood,-,2,"1,304",739,19,10,17,0,0,0,18,21,"2,128"
Westwood,-,3,"1,187",628,22,12,12,2,0,0,17,35,"1,915"
Westwood,-,4,"1,000",807,27,13,13,4,0,0,15,27,"1,906"
Westwood,-,5,"1,367",692,16,18,15,1,2,0,30,44,"2,185"
Weymouth,-,1,938,771,9,3,7,8,0,0,8,37,"1,781"
Weymouth,-,2,"1,116",859,5,11,7,8,0,0,16,16,"2,038"
Weymouth,-,3,"1,006",946,6,15,10,4,0,0,17,25,"2,029"
Weymouth,-,4,920,699,15,14,6,5,0,0,12,23,"1,694"
Weymouth,-,5,"1,010",620,8,5,6,5,0,0,20,23,"1,697"
Weymouth,-,6,"1,136",824,6,6,9,10,0,0,21,23,"2,035"
Weymouth,-,7,798,692,4,9,10,1,0,0,10,16,"1,540"
Weymouth,-,8,949,705,7,12,3,5,0,0,10,12,"1,703"
Weymouth,-,9,655,543,9,3,2,7,0,0,3,11,"1,233"
Weymouth,-,9A,237,249,1,5,5,5,0,0,3,2,507
Weymouth,-,10,815,621,13,5,4,2,0,0,11,15,"1,486"
Weymouth,-,11,819,594,18,6,10,4,0,0,6,17,"1,474"
Weymouth,-,12,"1,047",883,15,9,13,1,0,0,12,22,"2,002"
Weymouth,-,13,716,463,8,9,3,2,0,0,8,4,"1,213"
Weymouth,-,14,"1,168",829,14,17,4,5,0,0,15,22,"2,074"
Weymouth,-,15,995,901,9,11,5,4,0,0,15,27,"1,967"
Weymouth,-,16,"1,205",966,14,17,12,3,0,0,19,31,"2,267"
Weymouth,-,17,827,611,4,12,9,4,0,0,11,18,"1,496"
Weymouth,-,18,983,523,14,9,2,2,0,0,10,22,"1,565"
Whately,-,1,717,343,5,7,7,5,0,0,1,9,"1,094"
Whitman,-,1,"1,137","1,172",7,15,16,5,1,0,3,20,"2,376"
Whitman,-,2,933,"1,054",7,16,11,5,0,0,8,18,"2,052"
Whitman,-,3,"1,017","1,077",10,10,13,7,0,0,14,19,"2,167"
Whitman,-,4,"1,026","1,034",10,16,10,4,0,0,5,23,"2,128"
Wilbraham,-,A,"1,227","1,027",13,16,12,3,0,0,17,31,"2,346"
Wilbraham,-,B,"1,115","1,023",12,15,13,4,0,0,18,20,"2,220"
Wilbraham,-,C,"1,121","1,103",13,16,18,5,0,0,22,19,"2,317"
Wilbraham,-,D,"1,185","1,137",14,13,17,2,0,0,19,35,"2,422"
Williamsburg,-,1,"1,373",366,38,1,16,9,0,0,8,22,"1,833"
Williamstown,-,1,"1,260",203,13,5,4,4,0,0,3,20,"1,512"
Williamstown,-,2,369,40,12,2,2,5,0,0,4,5,439
Williamstown,-,3,"1,377",252,15,8,10,8,0,0,10,11,"1,691"
Wilmington,-,1,"1,237","1,128",10,15,9,1,0,0,9,28,"2,437"
Wilmington,-,2,"1,195","1,107",16,18,14,4,0,0,15,27,"2,396"
Wilmington,-,3,"1,157","1,080",14,14,14,2,0,0,18,15,"2,314"
Wilmington,-,4,"1,243","1,159",12,23,12,1,0,0,7,32,"2,489"
Wilmington,-,5,"1,178","1,015",11,13,8,4,0,0,9,27,"2,265"
Wilmington,-,6,"1,196","1,203",27,14,9,2,0,0,18,30,"2,499"
Winchendon,-,1,626,962,11,15,16,1,0,0,15,11,"1,657"
Winchendon,-,2,771,967,4,6,13,7,0,1,17,8,"1,794"
Winchendon,-,3,762,"1,004",9,13,6,4,0,0,6,11,"1,815"
Winchester,-,1,"1,209",443,20,6,12,1,0,0,15,16,"1,722"
Winchester,-,2,949,398,19,5,5,4,0,0,13,19,"1,412"
Winchester,-,3,"1,413",349,8,4,14,5,0,0,26,24,"1,843"
Winchester,-,4,"1,227",472,7,6,23,1,0,0,17,20,"1,773"
Winchester,-,5,"1,113",547,11,5,9,1,0,0,27,27,"1,740"
Winchester,-,6,"1,123",534,19,16,10,3,0,0,28,25,"1,758"
Winchester,-,7,"1,223",445,5,11,17,2,0,0,29,30,"1,762"
Winchester,-,8,842,462,19,13,7,3,0,0,21,19,"1,386"
Windsor,-,1,338,206,6,0,5,0,0,0,1,5,561
Winthrop,-,1,832,756,6,12,7,4,0,0,16,14,"1,647"
Winthrop,-,2,799,803,13,6,3,7,0,0,13,16,"1,660"
Winthrop,-,3,942,589,12,4,10,4,0,0,8,19,"1,588"
Winthrop,-,4,667,509,7,6,1,5,0,0,5,10,"1,210"
Winthrop,-,5,969,736,1,8,5,3,0,0,18,28,"1,768"
Winthrop,-,6,945,583,8,10,6,5,0,0,9,12,"1,578"
Woburn,1,1,808,480,12,8,7,1,0,0,9,14,"1,339"
Woburn,1,2,853,498,22,8,3,4,0,0,4,16,"1,408"
Woburn,1,2A,55,27,0,2,0,2,0,0,0,1,87
Woburn,2,1,936,689,14,6,14,3,0,1,9,26,"1,698"
Woburn,2,2,808,491,13,11,4,4,0,0,5,14,"1,350"
Woburn,3,1,921,586,10,7,8,3,0,1,12,15,"1,563"
Woburn,3,2,900,901,7,12,9,2,0,0,8,31,"1,870"
Woburn,4,1,886,765,9,9,8,0,0,0,13,23,"1,713"
Woburn,4,2,812,548,6,9,4,3,0,0,4,12,"1,398"
Woburn,5,1,997,531,9,4,11,6,0,0,12,15,"1,585"
Woburn,5,2,855,605,19,6,3,2,0,0,5,16,"1,511"
Woburn,6,1,623,386,5,4,13,4,0,0,5,16,"1,056"
Woburn,6,2,861,705,26,6,7,4,0,0,4,20,"1,633"
Woburn,7,1,940,818,15,7,11,5,0,0,6,25,"1,827"
Woburn,7,2,"1,097",843,11,9,19,3,0,0,11,37,"2,030"
Worcester,1,1,607,244,10,2,6,10,0,0,8,7,894
Worcester,1,2,"1,307",756,21,12,4,7,0,0,9,22,"2,138"
Worcester,1,3,733,342,11,4,10,3,0,0,14,14,"1,131"
Worcester,1,4,"1,275",520,25,6,6,8,0,0,11,17,"1,868"
Worcester,1,5,912,576,18,6,5,2,0,0,9,14,"1,542"
Worcester,1,6,"1,224",808,12,17,11,6,0,0,7,24,"2,109"
Worcester,2,1,"1,158",612,13,5,7,6,0,0,9,25,"1,835"
Worcester,2,2,909,534,13,12,12,4,0,0,15,10,"1,509"
Worcester,2,3,984,547,12,7,7,7,0,0,9,14,"1,587"
Worcester,2,4,792,319,6,9,4,4,0,0,3,9,"1,146"
Worcester,2,5,600,317,11,9,1,6,0,0,2,8,954
Worcester,2,6,829,430,5,8,6,4,0,0,5,14,"1,301"
Worcester,2,6A,0,0,0,0,0,0,0,0,0,0,0
Worcester,3,1,427,228,7,1,1,6,0,0,4,3,677
Worcester,3,2,327,140,4,2,0,2,0,0,1,5,481
Worcester,3,3,825,515,18,15,8,5,0,0,6,14,"1,406"
Worcester,3,3A,0,0,0,0,0,0,0,0,0,0,0
Worcester,3,4,490,191,4,4,2,7,0,0,2,11,711
Worcester,3,5,823,321,17,8,4,8,0,0,3,13,"1,197"
Worcester,3,5A,0,0,0,0,0,0,0,0,0,0,0
Worcester,3,6,784,395,16,5,0,10,0,0,5,18,"1,233"
Worcester,4,1,333,183,2,2,1,0,0,0,2,9,532
Worcester,4,2,313,171,6,2,3,5,0,0,6,6,512
Worcester,4,2A,196,92,6,3,2,2,0,0,3,3,307
Worcester,4,2B,0,0,0,0,0,0,0,0,0,0,0
Worcester,4,3,459,154,5,4,6,8,0,0,5,6,647
Worcester,4,4,674,390,8,4,3,8,0,0,7,12,"1,106"
Worcester,4,5,760,412,14,6,5,8,0,0,3,15,"1,223"
Worcester,4,6,689,489,8,7,9,5,0,0,4,6,"1,217"
Worcester,5,1,467,238,3,4,2,7,0,0,3,4,728
Worcester,5,2,761,529,12,2,3,10,0,0,6,16,"1,339"
Worcester,5,3,936,723,7,12,11,16,0,0,9,12,"1,726"
Worcester,5,4,878,543,16,13,5,8,0,0,15,15,"1,493"
Worcester,5,5,805,600,16,8,7,6,0,0,15,22,"1,479"
Worcester,5,6,690,460,9,9,2,8,0,0,1,15,"1,194"
Worcester,6,1,322,137,4,1,3,2,0,0,1,1,471
Worcester,6,2,451,260,1,3,1,4,0,0,3,7,730
Worcester,6,3,391,235,9,2,4,8,0,0,2,7,658
Worcester,6,4,108,38,1,0,1,0,0,0,0,1,149
Worcester,6,5,521,379,11,7,3,6,0,0,7,9,943
Worcester,6,6,832,568,6,4,5,4,0,0,2,14,"1,435"
Worcester,7,1,853,427,6,8,5,9,0,0,9,11,"1,328"
Worcester,7,2,724,465,14,7,2,5,0,0,8,7,"1,232"
Worcester,7,3,548,318,5,11,1,9,0,0,7,5,904
Worcester,7,4,835,481,14,10,8,5,0,0,5,13,"1,371"
Worcester,7,5,513,425,4,6,4,2,0,0,3,5,962
Worcester,7,5A,188,104,2,4,3,4,0,0,4,0,309
Worcester,7,6,763,503,12,8,9,6,0,0,4,13,"1,318"
Worcester,8,1,346,228,7,3,0,3,0,0,5,10,602
Worcester,8,2,302,212,3,3,1,6,0,0,4,8,539
Worcester,8,3,251,73,5,1,0,5,0,0,3,1,339
Worcester,8,4,446,211,7,8,8,7,0,0,4,6,697
Worcester,8,5,392,275,2,7,3,4,0,0,3,3,689
Worcester,8,6,388,239,4,3,1,2,0,0,2,3,642
Worcester,9,1,690,302,17,6,9,11,0,0,4,11,"1,050"
Worcester,9,2,"1,155",459,15,5,8,9,0,0,12,22,"1,685"
Worcester,9,3,596,326,11,5,4,10,0,0,5,6,963
Worcester,9,4,"1,232",617,22,10,3,3,0,0,10,20,"1,917"
Worcester,9,5,"1,376",636,18,23,13,5,0,0,17,21,"2,109"
Worcester,9,6,"1,092",609,21,9,7,3,0,0,11,17,"1,769"
Worcester,10,1,440,192,15,0,2,4,0,0,2,4,659
Worcester,10,2,561,190,20,5,4,19,0,0,9,9,817
Worcester,10,3,503,213,11,3,3,8,0,0,3,10,754
Worcester,10,4,386,233,5,3,2,10,0,0,2,7,648
Worcester,10,4A,0,0,0,0,0,0,0,0,0,0,0
Worcester,10,5,403,233,7,3,2,5,0,0,0,12,665
Worcester,10,6,348,231,4,2,2,10,0,0,3,10,610
Worthington,-,1,536,295,11,11,7,10,0,0,5,3,878
Wrentham,-,1,955,919,7,14,19,4,0,0,7,25,"1,950"
Wrentham,-,2,"1,005",879,13,10,19,6,0,0,21,27,"1,980"
Wrentham,-,3,990,867,10,18,9,3,0,0,22,16,"1,935"
Wrentham,-,4,"1,007",955,11,14,10,4,0,0,20,25,"2,046"
Yarmouth,-,1,"1,315",865,11,7,9,8,0,0,16,22,"2,253"
Yarmouth,-,2,"1,282",833,12,10,7,5,0,0,14,13,"2,176"
Yarmouth,-,3,841,749,9,6,7,4,0,0,6,7,"1,629"
Yarmouth,-,4,"1,091",795,4,10,5,2,0,0,9,11,"1,927"
Yarmouth,-,5,897,837,9,6,5,2,0,0,13,17,"1,786"
Yarmouth,-,6,"1,053",700,9,6,5,3,0,0,15,16,"1,807"
Yarmouth,-,7,"1,369",858,7,4,4,3,0,0,12,28,"2,285"
Yarmouth,-,8,761,572,5,7,7,1,0,0,5,17,"1,375"
Yarmouth,-,8A,137,127,0,2,1,0,0,0,1,1,269
TOTALS,,,"2,126,518","1,251,303","26,545","18,418","17,735","12,889",280,243,"19,737","39,262","3,512,930"
