City/Town,Ward,Pct,"Harris/ Walz","Trump/ Vance","Stein/ Caballero-Roca","Ayyadurai/ Ellis","Oliver/ Ter Maat","De La Cruz/ Garcia","Sonski/ Onak","West/ Abdullah","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Republican,Unenrolled,Unenrolled,Libertarian,Unenrolled,Unenrolled,Unenrolled
Pepperell,-,2,"1,052",933,8,11,20,5,0,0,17,26,"2,072"
Pepperell,-,3,933,901,12,17,15,3,1,0,11,20,"1,913"
Pepperell,-,4,883,715,8,14,10,7,3,0,7,8,"1,655"
Peru,-,1,256,244,2,9,5,2,0,0,1,9,528
Petersham,-,1,518,352,7,4,5,5,1,0,3,6,901
Phillipston,-,1,438,697,4,11,2,6,0,0,0,12,"1,170"
Pittsfield,1,A,751,330,13,5,1,3,0,0,4,5,"1,112"
Pittsfield,1,B,"1,053",448,11,6,7,2,0,0,10,13,"1,550"
Pittsfield,2,A,571,243,9,3,2,6,0,0,3,4,841
Pittsfield,2,B,"1,143",418,7,12,3,3,0,0,3,16,"1,605"
Pittsfield,3,A,"1,310",381,13,11,11,4,0,0,8,9,"1,747"
Pittsfield,3,B,"1,332",502,10,9,5,5,0,0,3,22,"1,888"
Pittsfield,4,A,"1,324",403,17,8,7,7,0,0,7,23,"1,796"
Pittsfield,4,B,"1,433",565,11,7,7,3,0,0,10,13,"2,049"
Pittsfield,5,A,"1,028",347,16,6,3,6,0,0,9,12,"1,427"
Pittsfield,5,B,"1,093",516,8,7,7,3,0,0,5,17,"1,656"
Pittsfield,6,A,"1,102",354,18,4,7,7,0,0,7,8,"1,507"
Pittsfield,6,B,763,286,8,4,4,5,0,0,2,13,"1,085"
Pittsfield,7,A,627,382,11,3,6,4,0,0,3,6,"1,042"
Pittsfield,7,B,"1,098",483,12,11,14,2,0,0,7,14,"1,641"
Plainfield,-,1,274,136,8,2,2,4,0,0,2,4,432
Plainville,-,1,852,811,14,16,17,4,0,0,13,20,"1,747"
Plainville,-,2,962,878,11,6,11,4,0,0,10,27,"1,909"
Plainville,-,3,968,944,14,15,12,9,0,0,12,26,"2,000"
Plymouth,-,1,916,668,5,9,10,5,0,0,7,15,"1,635"
Plymouth,-,2,"1,063",816,12,9,8,4,0,0,8,26,"1,946"
Plymouth,-,3,"1,184",746,10,19,8,4,1,0,9,28,"2,009"
Plymouth,-,4,"1,116",822,12,12,7,7,1,0,14,27,"2,018"
Plymouth,-,5,"1,062",893,12,15,8,7,0,1,7,21,"2,026"
Plymouth,-,6,"1,328",971,6,9,19,4,0,0,17,29,"2,383"
Plymouth,-,7,"1,180",999,15,10,9,5,1,0,10,25,"2,254"
Plymouth,-,8,"1,273","1,120",10,12,12,1,1,0,7,28,"2,464"
Plymouth,-,9,926,"1,081",11,12,16,1,0,0,15,19,"2,081"
Plymouth,-,10,"1,203","1,095",9,12,14,1,0,0,8,24,"2,366"
Plymouth,-,11,"1,155","1,120",4,15,10,3,0,0,11,28,"2,346"
Plymouth,-,12,918,"1,012",9,16,12,2,1,0,7,24,"2,001"
Plymouth,-,13,"1,242","1,066",6,10,9,5,0,0,7,38,"2,383"
Plymouth,-,14,"1,091","1,286",8,13,13,3,0,1,11,31,"2,457"
Plymouth,-,15,"2,204","1,144",7,12,13,0,0,1,29,55,"3,465"
Plymouth,-,16,"1,488",980,6,5,12,2,0,0,15,22,"2,530"
Plymouth,-,17,"1,548","1,263",12,17,16,7,0,1,10,22,"2,896"
Plymouth,-,18,761,749,6,10,11,7,0,0,12,19,"1,575"
Plympton,-,1,878,"1,061",10,12,10,5,0,0,3,21,"2,000"
Princeton,-,1,"1,466",996,23,7,12,4,0,0,21,30,"2,559"
Provincetown,-,1,"2,429",191,18,6,4,8,0,0,6,9,"2,671"
Quincy,1,1,756,425,11,8,8,10,0,0,8,12,"1,238"
Quincy,1,2,636,439,9,2,6,5,0,0,7,15,"1,119"
Quincy,1,3,947,330,18,11,8,6,0,0,12,4,"1,336"
Quincy,1,4,"1,053",904,11,9,5,3,0,0,14,29,"2,028"
Quincy,1,5,"1,065",938,9,7,10,3,0,0,15,29,"2,076"
Quincy,2,1,660,399,20,5,4,6,0,0,9,15,"1,118"
Quincy,2,2,749,407,12,5,5,2,0,0,9,10,"1,199"
Quincy,2,3,533,299,12,5,6,2,0,0,3,8,868
Quincy,2,4,695,472,16,3,2,6,0,0,9,15,"1,218"
Quincy,2,5,804,465,15,8,3,9,0,0,10,16,"1,330"
Quincy,3,1,"1,119",574,24,10,9,7,0,0,14,24,"1,781"
Quincy,3,2,894,435,9,7,7,11,0,0,11,15,"1,389"
Quincy,3,3,695,457,9,2,1,7,0,0,4,11,"1,186"
Quincy,3,4,952,692,11,4,10,3,0,0,9,25,"1,706"
Quincy,3,5,734,382,12,5,4,6,0,0,8,11,"1,162"
Quincy,4,1,893,469,8,8,3,4,0,0,13,13,"1,411"
Quincy,4,2,939,642,14,6,7,6,0,0,9,27,"1,650"
Quincy,4,3,"1,093",716,18,8,9,4,0,0,18,20,"1,886"
Quincy,4,4,734,349,15,2,4,4,0,0,7,11,"1,126"
Quincy,4,5,721,424,13,8,4,7,0,0,5,10,"1,192"
Quincy,5,1,445,217,8,3,8,2,0,0,6,6,695
Quincy,5,1A,289,160,6,2,2,4,0,0,5,3,471
Quincy,5,2,854,360,5,3,6,4,0,0,6,16,"1,254"
Quincy,5,3,"1,208",520,26,15,16,15,0,0,11,18,"1,829"
Quincy,5,4,746,401,4,6,10,7,0,0,11,12,"1,197"
Quincy,5,5,956,582,12,12,7,3,0,0,18,20,"1,610"
Quincy,6,1,808,473,12,7,5,9,0,0,13,23,"1,350"
Quincy,6,2,798,388,11,11,4,9,0,0,9,17,"1,247"
Quincy,6,3,975,595,10,4,4,4,0,0,11,20,"1,623"
Quincy,6,4,723,379,11,12,4,6,0,0,4,16,"1,155"
Quincy,6,5,"1,177",917,7,16,12,7,0,0,18,21,"2,175"
Randolph,-,1,"1,188",336,7,8,3,7,0,0,8,20,"1,577"
Randolph,-,2,976,244,6,11,5,6,0,0,4,14,"1,266"
Randolph,-,3,883,226,10,5,3,6,0,0,7,7,"1,147"
Randolph,-,4,"1,067",338,5,8,4,1,0,0,16,10,"1,449"
Randolph,-,5,"1,038",308,11,7,4,2,0,0,8,9,"1,387"
Randolph,-,6,680,169,7,7,0,2,0,0,9,8,882
Randolph,-,7,847,330,7,7,4,3,0,0,10,18,"1,226"
Randolph,-,8,901,304,7,4,1,2,0,0,8,6,"1,233"
Randolph,-,9,980,252,11,7,3,4,0,0,18,20,"1,295"
Randolph,-,10,"1,029",375,9,6,4,2,0,0,8,11,"1,444"
Randolph,-,11,916,374,8,8,2,3,0,0,2,17,"1,330"
Randolph,-,12,905,332,8,6,2,4,0,0,7,6,"1,270"
Raynham,-,1,"1,011","1,164",17,15,4,7,0,0,3,30,"2,251"
Raynham,-,2,608,667,3,5,13,2,0,0,0,26,"1,324"
Raynham,-,2A,362,489,2,6,2,4,0,0,0,21,886
Raynham,-,3,"1,132","1,221",8,21,14,4,0,0,3,36,"2,439"
Raynham,-,4,928,"1,110",8,16,9,9,0,0,1,17,"2,098"
Raynham,-,4A,18,43,0,0,0,0,0,0,0,0,61
Reading,-,1,"1,361",809,11,15,13,7,0,1,0,40,"2,257"
Reading,-,2,"1,228",657,11,17,8,2,1,1,0,23,"1,948"
Reading,-,3,"1,274",786,10,5,11,7,0,0,0,32,"2,125"
Reading,-,4,"1,309",623,9,9,17,5,0,0,0,37,"2,009"
Reading,-,5,"1,316",612,17,9,13,4,1,1,0,40,"2,013"
Reading,-,6,"1,388",706,10,12,14,1,0,0,0,40,"2,171"
Reading,-,7,"1,377",663,3,7,12,2,1,0,0,48,"2,113"
Reading,-,8,"1,178",751,10,11,11,3,1,0,0,49,"2,014"
Rehoboth,-,1,834,"1,159",7,12,18,8,0,0,2,27,"2,067"
Rehoboth,-,2,888,"1,069",10,5,8,1,0,0,3,16,"2,000"
Rehoboth,-,3,824,"1,078",4,6,8,3,0,0,11,16,"1,950"
Rehoboth,-,4,909,"1,195",6,13,10,1,0,0,7,21,"2,162"
Revere,1,1,597,429,12,12,6,7,0,0,5,13,"1,081"
Revere,1,2,664,458,15,6,4,5,0,0,5,20,"1,177"
Revere,1,3,490,342,15,1,3,6,0,0,2,13,872
Revere,2,1,433,274,18,7,4,5,0,0,3,5,749
Revere,2,2,615,320,15,3,9,4,0,0,5,5,976
Revere,2,3,191,116,8,0,1,0,0,0,0,7,323
Revere,2,3A,59,32,0,0,0,2,0,0,0,1,94
Revere,3,1,443,433,16,2,1,4,0,0,6,5,910
Revere,3,2,479,440,27,1,6,5,0,0,5,10,973
Revere,3,3,494,404,7,6,6,7,0,0,3,11,938
Revere,4,1,594,527,12,9,4,8,0,0,4,10,"1,168"
Revere,4,2,466,421,9,7,0,6,0,0,2,13,924
Revere,4,3,571,528,7,8,4,5,0,0,4,9,"1,136"
Revere,5,1,498,417,13,4,3,1,0,0,6,8,950
Revere,5,1A,374,247,9,1,6,1,0,0,1,4,643
Revere,5,2,644,427,13,9,10,4,0,0,2,22,"1,131"
Revere,5,3,504,423,16,10,0,5,0,0,5,12,975
Revere,6,1,541,718,7,2,4,5,0,0,6,11,"1,294"
Revere,6,2,524,712,10,9,5,6,0,0,7,10,"1,283"
Revere,6,3,530,434,11,4,0,6,0,0,0,11,996
Richmond,-,1,772,213,6,3,6,3,0,0,6,10,"1,019"
Rochester,-,1,"1,665","2,225",9,27,17,6,0,0,26,58,"4,033"
Rockland,-,1,912,794,7,12,10,2,0,0,17,13,"1,767"
Rockland,-,2,875,893,12,15,8,3,0,0,13,14,"1,833"
Rockland,-,3,717,609,5,6,11,5,0,0,10,11,"1,374"
Rockland,-,4,672,726,8,4,4,2,0,0,10,13,"1,439"
Rockland,-,5,728,850,10,10,13,2,0,0,12,6,"1,631"
Rockland,-,6,822,857,6,10,10,3,0,0,11,14,"1,733"
Rockport,-,1,914,334,6,7,8,2,0,0,11,14,"1,296"
Rockport,-,2,"1,266",468,6,8,5,2,0,0,17,16,"1,788"
Rockport,-,3,"1,545",530,16,2,11,4,0,0,13,27,"2,148"
Rowe,-,1,139,121,2,0,1,0,0,0,0,2,265
Rowley,-,1,"2,063","1,919",15,24,25,8,0,0,30,36,"4,120"
Royalston,-,1,392,391,4,3,6,5,0,0,8,5,814
Russell,-,1,350,524,6,6,7,4,0,0,5,9,911
Rutland,-,1,878,"1,122",12,6,10,9,0,0,15,21,"2,073"
Rutland,-,2,793,940,10,16,14,5,0,0,8,11,"1,797"
Rutland,-,3,"1,065",973,13,10,10,6,1,0,13,8,"2,099"
Salem,1,1,"1,476",425,20,7,10,13,0,0,3,32,"1,986"
Salem,1,2,617,236,7,5,8,10,0,0,3,10,896
Salem,2,1,"1,497",333,16,8,14,19,0,0,4,16,"1,907"
Salem,2,2,"1,700",316,14,9,9,12,0,0,4,9,"2,073"
Salem,3,1,"1,060",430,7,7,5,16,0,0,4,19,"1,548"
Salem,3,2,"1,053",546,12,5,6,16,0,1,4,16,"1,659"
Salem,4,1,950,560,10,6,6,11,0,1,6,14,"1,564"
Salem,4,2,"1,047",685,14,6,8,8,2,1,4,34,"1,809"
Salem,5,1,"1,345",385,22,6,8,17,0,0,9,15,"1,807"
Salem,5,2,"1,116",321,21,11,4,17,0,0,8,21,"1,519"
Salem,6,1,"1,212",403,10,6,11,6,0,3,7,13,"1,671"
Salem,6,2,"1,357",474,17,7,6,12,0,0,11,13,"1,897"
Salem,7,1,931,336,10,3,8,10,1,0,3,10,"1,312"
Salem,7,2,"1,175",517,12,2,6,6,1,0,13,24,"1,756"
Salisbury,-,1,995,851,11,11,10,7,0,0,8,15,"1,908"
Salisbury,-,2,913,868,7,11,6,3,0,0,7,12,"1,827"
Salisbury,-,3,749,"1,008",7,11,7,3,0,0,14,23,"1,822"
Sandisfield,-,1,280,212,4,1,2,3,0,0,2,3,507
Sandwich,-,1,"1,455",978,13,12,16,3,0,0,12,27,"2,516"
Sandwich,-,2,"1,360",952,9,9,12,2,0,0,7,22,"2,373"
Sandwich,-,3,"1,190",994,3,12,19,4,0,0,18,19,"2,259"
Sandwich,-,4,"1,167","1,101",12,14,9,1,0,0,12,21,"2,337"
Sandwich,-,5,"1,082",990,9,12,13,4,0,0,4,27,"2,141"
Sandwich,-,6,"1,002","1,064",8,13,13,8,0,0,12,24,"2,144"
Saugus,-,1,653,713,4,5,3,4,0,0,3,20,"1,405"
Saugus,-,2,680,696,9,6,2,1,3,0,5,6,"1,408"
Saugus,-,3,665,774,9,8,3,4,0,0,3,18,"1,484"
Saugus,-,4,715,803,10,5,4,3,0,0,1,23,"1,564"
Saugus,-,5,698,958,15,8,2,7,0,0,2,18,"1,708"
Saugus,-,6,648,756,17,7,7,6,0,0,0,27,"1,468"
Saugus,-,7,620,942,9,5,4,4,0,0,2,23,"1,609"
Saugus,-,8,676,801,7,6,2,0,1,0,0,24,"1,517"
Saugus,-,9,704,935,11,8,5,2,0,0,2,15,"1,682"
Saugus,-,10,558,734,8,4,7,1,0,0,0,17,"1,329"
Savoy,-,1,213,211,3,2,0,2,0,0,1,5,437
Scituate,-,1,"1,333",829,13,9,12,2,0,0,21,34,"2,253"
Scituate,-,2,"1,390",778,5,10,20,3,0,0,20,30,"2,256"
Scituate,-,3,"1,347",755,8,7,14,2,0,0,9,51,"2,193"
Scituate,-,4,"1,372",912,7,11,13,1,0,0,14,38,"2,368"
Scituate,-,5,"1,346",719,12,3,10,3,0,0,7,39,"2,139"
Scituate,-,6,"1,441",843,12,7,12,6,0,0,7,38,"2,366"
Seekonk,-,1,"1,042","1,128",9,12,10,2,0,0,18,19,"2,240"
Seekonk,-,2,"1,293","1,181",14,17,15,3,0,0,17,29,"2,569"
Seekonk,-,3,"1,015","1,094",12,13,9,2,0,0,11,10,"2,166"
Seekonk,-,4,"1,042","1,080",9,16,16,6,0,0,13,14,"2,196"
Sharon,-,1,"1,543",544,24,9,13,3,0,0,0,61,"2,197"
Sharon,-,2,"1,468",507,32,7,9,7,0,0,0,66,"2,096"
Sharon,-,3,"1,561",554,38,13,10,4,0,0,1,62,"2,243"
Sharon,-,4,"1,533",508,62,17,12,7,0,0,0,41,"2,180"
Sharon,-,5,"1,470",618,36,9,8,5,0,0,0,44,"2,190"
Sheffield,-,1,"1,373",572,26,16,15,1,0,0,17,19,"2,039"
Shelburne,-,1,914,261,18,11,5,6,0,0,8,13,"1,236"
Sherborn,-,1,"2,089",566,17,20,35,2,6,0,31,40,"2,806"
Shirley,-,1,"2,030","1,536",27,27,21,6,0,0,28,29,"3,704"
Shrewsbury,-,1,"1,325",920,26,13,20,2,1,0,5,25,"2,337"
Shrewsbury,-,2,"1,128",778,22,11,14,3,0,0,5,22,"1,983"
Shrewsbury,-,3,861,657,30,10,7,4,0,0,6,21,"1,596"
Shrewsbury,-,4,"1,233",853,53,8,15,9,0,0,9,23,"2,203"
Shrewsbury,-,5,"1,187",611,28,12,12,7,0,0,12,12,"1,881"
Shrewsbury,-,6,"1,221",723,30,21,10,3,0,0,13,34,"2,055"
Shrewsbury,-,7,"1,384",755,42,14,23,7,0,0,21,33,"2,279"
Shrewsbury,-,8,"1,461",896,23,14,20,5,2,0,22,37,"2,480"
Shrewsbury,-,9,913,504,28,9,6,4,1,0,7,16,"1,488"
Shrewsbury,-,10,"1,139",681,49,18,5,11,0,0,5,38,"1,946"
Shutesbury,-,1,"1,030",169,27,2,8,3,0,0,3,22,"1,264"
Somerset,-,1,"1,111","1,174",8,7,5,3,0,0,1,21,"2,330"
Somerset,-,2,"1,061","1,166",6,20,6,1,1,0,3,34,"2,298"
Somerset,-,3,"1,109","1,082",10,11,12,5,0,0,3,25,"2,257"
Somerset,-,4,977,"1,070",9,15,7,1,0,0,4,27,"2,110"
Somerset,-,5,941,"1,137",4,13,10,2,0,0,7,22,"2,136"
Somerville,1,1,959,240,14,4,8,11,0,0,13,19,"1,268"
Somerville,1,2,787,198,12,2,4,8,1,1,9,10,"1,032"
Somerville,1,3,"1,003",228,13,4,4,9,1,0,12,16,"1,290"
Somerville,1,4,568,123,10,2,3,6,0,0,1,7,720
Somerville,1,4A,283,70,9,1,2,8,0,0,2,3,378
Somerville,2,1,774,93,18,2,2,25,0,0,8,11,933
Somerville,2,1A,493,32,15,2,4,9,0,0,5,3,563
Somerville,2,2,"1,235",109,44,1,4,28,0,1,11,16,"1,449"
Somerville,2,3,"1,243",112,25,3,9,37,0,0,20,10,"1,459"
Somerville,2,4,"1,318",114,30,0,10,29,0,0,16,11,"1,528"
Somerville,3,1,"1,339",156,21,2,6,35,1,3,9,6,"1,578"
Somerville,3,2,"1,197",185,17,3,7,30,0,0,10,21,"1,470"
Somerville,3,3,"1,371",147,27,3,8,36,1,3,9,10,"1,615"
Somerville,3,4,"1,365",118,16,4,5,21,0,2,16,16,"1,563"
Somerville,4,1,865,301,23,4,5,11,0,0,8,7,"1,224"
Somerville,4,2,729,116,13,4,2,10,0,2,7,14,897
Somerville,4,2A,280,61,3,1,3,7,0,0,1,4,360
Somerville,4,3,"1,210",201,24,4,11,26,0,1,12,12,"1,501"
Somerville,4,4,768,190,12,6,1,9,1,0,3,11,"1,001"
Somerville,5,1,"1,295",214,22,0,10,18,0,0,16,8,"1,583"
Somerville,5,2,"1,382",147,26,6,8,23,0,0,13,12,"1,617"
Somerville,5,3,"1,363",160,26,10,7,17,0,1,6,9,"1,599"
Somerville,5,4,"1,506",125,22,2,5,37,0,0,22,13,"1,732"
Somerville,6,1,"1,589",112,17,6,5,34,0,0,10,24,"1,797"
Somerville,6,2,"1,621",126,44,2,10,39,1,1,16,12,"1,872"
Somerville,6,3,234,29,7,0,0,2,0,0,2,3,277
Somerville,6,3A,205,40,9,0,0,4,0,0,3,3,264
Somerville,6,4,"1,542",129,22,1,5,24,0,0,14,14,"1,751"
Somerville,7,1,"1,556",118,32,4,4,24,0,1,15,10,"1,764"
Somerville,7,2,"1,057",163,24,8,5,15,0,0,11,17,"1,300"
Somerville,7,3,937,217,15,4,9,15,0,0,8,11,"1,216"
Somerville,7,4,"1,144",138,25,7,9,22,0,0,6,12,"1,363"
"S. Hadley",-,A,"1,193",683,13,8,7,9,0,0,6,16,"1,935"
"S. Hadley",-,B,"1,416",696,24,8,22,8,0,1,7,18,"2,200"
"S. Hadley",-,C,"1,351",883,18,9,8,15,0,0,10,22,"2,316"
"S. Hadley",-,D,910,322,15,4,7,5,1,1,7,22,"1,294"
"S. Hadley",-,E,"1,367",806,15,7,12,12,0,1,10,28,"2,258"
Southampton,-,1,"1,056",882,11,9,7,3,0,0,15,22,"2,005"
Southampton,-,2,"1,064",944,17,12,15,6,0,0,6,19,"2,083"
Southborough,-,1,"1,435",575,17,7,28,2,0,0,19,26,"2,109"
Southborough,-,2,"1,340",630,16,11,12,2,0,0,10,28,"2,049"
Southborough,-,3,"1,360",613,20,14,14,6,0,0,33,28,"2,088"
Southbridge,-,1,723,655,5,7,4,9,0,0,5,16,"1,424"
Southbridge,-,2,555,522,5,9,1,8,0,0,2,12,"1,114"
Southbridge,-,3,655,806,9,6,9,5,0,0,5,12,"1,507"
Southbridge,-,4,"1,016",917,8,17,15,8,0,0,9,19,"2,009"
Southbridge,-,5,552,430,3,9,4,7,0,0,3,12,"1,020"
Southwick,-,1,814,"1,366",19,7,7,6,0,0,12,19,"2,250"
Southwick,-,2,648,981,8,12,12,1,0,0,4,12,"1,678"
Southwick,-,3,827,"1,083",4,12,10,0,0,0,8,10,"1,954"
Spencer,-,1,716,827,11,8,7,1,0,0,6,14,"1,590"
Spencer,-,2,633,747,5,10,1,2,0,0,9,8,"1,415"
Spencer,-,3,657,"1,028",10,8,3,2,0,0,7,15,"1,730"
Spencer,-,4,785,875,6,11,10,5,0,0,5,19,"1,716"
Springfield,1,A,327,172,0,8,2,7,0,0,1,8,525
Springfield,1,B,417,174,3,2,3,4,0,0,3,7,613
Springfield,1,C,279,105,3,5,0,3,0,0,1,3,399
Springfield,1,C1,50,12,0,0,0,0,0,0,0,0,62
Springfield,1,D,263,91,6,10,0,6,0,0,0,12,388
Springfield,1,D1,64,25,0,1,0,0,0,0,0,1,91
Springfield,1,E,353,179,8,2,0,4,0,0,0,3,549
Springfield,1,F,364,158,5,3,0,7,0,0,2,6,545
Springfield,1,G,290,103,3,2,2,3,0,0,0,3,406
Springfield,1,H,605,185,4,4,2,7,0,0,0,5,812
Springfield,2,A,438,202,5,6,0,4,0,0,2,2,659
Springfield,2,B,612,362,8,3,3,10,0,0,4,13,"1,015"
Springfield,2,C,388,266,2,6,2,7,0,0,1,10,682
Springfield,2,D,594,313,8,5,4,7,0,0,4,8,943
Springfield,2,E,551,308,5,4,2,2,0,0,4,10,886
Springfield,2,F,541,309,7,14,5,8,0,0,4,7,895
Springfield,2,G,616,367,14,7,3,5,0,0,3,5,"1,020"
Springfield,2,H,623,339,2,6,2,8,0,0,2,7,989
Springfield,3,A,317,95,1,0,2,5,0,0,1,1,422
Springfield,3,B,331,120,5,2,3,3,0,0,1,5,470
Springfield,3,C,295,123,1,4,2,2,0,0,0,2,429
Springfield,3,D,408,150,1,6,3,2,0,0,1,2,573
Springfield,3,E,239,74,0,2,1,4,0,0,2,2,324
Springfield,3,F,319,137,1,5,1,3,0,0,0,9,475
Springfield,3,G,258,117,2,0,2,5,0,0,1,4,389
Springfield,3,H,341,164,1,0,1,2,0,0,2,3,514
Springfield,4,A,683,155,16,5,6,6,0,0,4,6,881
Springfield,4,B,421,126,4,4,1,4,0,0,1,8,569
Springfield,4,C,439,110,1,2,0,4,0,0,0,1,557
Springfield,4,D,432,107,7,5,1,3,0,0,3,5,563
Springfield,4,E,416,98,3,2,1,4,0,0,1,3,528
Springfield,4,F,131,26,1,0,0,0,0,0,0,3,161
Springfield,4,G,508,121,4,1,1,7,0,0,0,7,649
Springfield,4,H,518,86,1,9,4,1,0,0,2,4,625
Springfield,5,A,611,159,3,5,5,5,0,0,4,4,796
Springfield,5,B,701,278,3,5,2,4,0,0,3,7,"1,003"
Springfield,5,C,526,307,4,3,3,3,0,0,5,5,856
Springfield,5,C1,8,9,0,0,0,0,0,0,0,0,17
Springfield,5,D,746,441,3,8,6,4,0,0,7,16,"1,231"
Springfield,5,E,813,278,4,12,2,8,0,0,9,15,"1,141"
Springfield,5,F,750,305,9,2,4,5,0,0,5,7,"1,087"
Springfield,5,G,748,493,7,5,2,7,0,0,1,4,"1,267"
Springfield,5,H,639,343,7,6,4,5,0,0,2,8,"1,014"
Springfield,6,A,427,188,5,0,1,3,0,0,3,2,629
Springfield,6,B,685,216,5,6,4,6,0,0,7,12,941
Springfield,6,C,500,320,8,2,5,6,0,0,8,9,858
Springfield,6,D,705,488,3,5,2,1,0,0,12,19,"1,235"
Springfield,6,D1,27,16,0,0,0,1,0,0,0,0,44
Springfield,6,E,386,220,5,1,1,2,0,0,2,6,623
Springfield,6,F,502,188,5,2,3,3,0,0,2,4,709
Springfield,6,G,525,262,5,5,1,1,0,0,3,6,808
Springfield,6,H,686,403,7,7,1,4,0,0,6,6,"1,120"
Springfield,7,A,732,384,15,15,10,19,0,0,5,13,"1,193"
Springfield,7,A1,43,9,0,0,1,0,0,0,0,3,56
Springfield,7,B,799,466,10,8,11,7,0,0,14,21,"1,336"
Springfield,7,B1,27,15,0,0,0,0,0,0,0,0,42
Springfield,7,C,764,538,6,5,5,6,0,0,4,22,"1,350"
Springfield,7,D,659,476,3,8,8,2,0,0,5,11,"1,172"
Springfield,7,E,522,265,3,4,2,2,0,0,0,7,805
Springfield,7,F,869,480,5,4,6,5,0,0,6,16,"1,391"
Springfield,7,G,788,595,8,5,2,4,0,0,6,15,"1,423"
Springfield,7,H,359,214,3,2,3,2,0,0,2,8,593
Springfield,7,H1,58,56,0,0,0,0,0,0,0,1,115
Springfield,8,A,562,366,2,8,4,7,0,0,2,5,956
Springfield,8,B,579,302,8,3,4,9,0,0,2,8,915
Springfield,8,B1,29,30,0,0,0,1,0,0,0,0,60
Springfield,8,C,627,283,10,8,2,6,0,0,1,10,947
Springfield,8,D,429,208,3,4,3,4,0,0,2,2,655
Springfield,8,E,376,249,7,2,1,1,0,0,4,4,644
Springfield,8,F,577,342,7,10,1,10,0,0,6,3,956
Springfield,8,G,536,311,4,4,2,4,0,0,5,10,876
Springfield,8,G1,12,16,0,0,0,0,0,0,1,0,29
Springfield,8,H,566,276,3,5,1,6,0,0,5,7,869
Sterling,-,1,"1,394","1,244",11,21,16,3,0,0,16,33,"2,738"
Sterling,-,2,"1,438","1,297",15,17,24,3,0,0,17,39,"2,850"
Stockbridge,-,1,"1,073",213,14,2,3,4,0,0,1,9,"1,319"
Stoneham,-,1,"1,050",716,16,7,4,7,0,0,0,25,"1,825"
Stoneham,-,2,"1,180",702,15,8,7,7,0,0,2,25,"1,946"
Stoneham,-,3,"1,118",914,13,16,8,5,0,0,1,36,"2,111"
Stoneham,-,4,"1,001",768,6,14,5,2,0,0,5,29,"1,830"
Stoneham,-,5,"1,071",916,17,6,6,4,0,0,0,37,"2,057"
Stoneham,-,6,"1,274",798,19,10,11,6,0,0,0,41,"2,159"
Stoneham,-,7,956,746,8,10,10,4,0,0,4,19,"1,757"
Stoughton,-,1,"1,155",595,12,3,1,1,0,0,14,8,"1,789"
Stoughton,-,2,989,591,2,7,2,2,0,0,11,25,"1,629"
Stoughton,-,2A,151,74,1,0,0,2,0,0,1,0,229
Stoughton,-,3,"1,302",708,5,6,4,5,0,0,15,28,"2,073"
Stoughton,-,4,"1,255",848,8,6,10,5,0,0,11,24,"2,167"
Stoughton,-,4A,115,56,5,1,2,1,0,0,1,0,181
Stoughton,-,5,835,619,4,3,5,5,0,0,3,11,"1,485"
Stoughton,-,5A,73,55,0,1,0,0,0,0,4,2,135
Stoughton,-,6,"1,231",663,9,9,6,5,0,0,12,18,"1,953"
Stoughton,-,7,"1,090",582,14,14,7,5,0,0,5,19,"1,736"
Stoughton,-,7A,66,31,1,0,1,0,0,0,1,1,101
Stoughton,-,8,797,457,11,11,5,4,0,0,15,5,"1,305"
Stoughton,-,8A,47,40,0,0,0,0,0,0,1,0,88
Stow,-,1,"1,739",632,24,21,29,5,0,0,13,18,"2,481"
Stow,-,2,"1,695",536,18,6,28,8,0,0,9,25,"2,325"
Sturbridge,-,1,"1,066",900,15,8,11,5,0,0,13,19,"2,037"
Sturbridge,-,2,"1,107",907,10,11,17,4,0,0,16,12,"2,084"
Sturbridge,-,3,964,902,11,15,12,1,0,0,8,12,"1,925"
Sudbury,-,1,"1,536",478,11,10,16,0,0,0,29,25,"2,105"
Sudbury,-,2,"1,492",409,14,15,19,7,0,0,16,19,"1,991"
Sudbury,-,3,"1,320",412,13,7,9,3,0,0,16,19,"1,799"
Sudbury,-,4,"1,602",425,22,7,20,7,0,0,23,16,"2,122"
Sudbury,-,5,"1,352",476,24,8,10,3,0,0,20,33,"1,926"
Sudbury,-,6,"1,466",456,11,8,16,5,0,0,15,23,"2,000"
Sunderland,-,1,"1,408",397,27,12,13,13,0,0,9,16,"1,895"
Sutton,-,1,983,"1,093",8,15,10,4,0,0,12,24,"2,149"
Sutton,-,2,903,"1,151",10,8,12,1,0,0,12,16,"2,113"
Sutton,-,3,996,"1,014",11,12,13,6,0,0,15,38,"2,105"
Swampscott,-,1,928,517,9,6,3,2,0,0,9,12,"1,486"
Swampscott,-,2,855,488,15,7,6,3,0,0,11,28,"1,413"
Swampscott,-,3,"1,095",338,10,6,9,6,0,0,9,22,"1,495"
Swampscott,-,4,"1,139",432,4,8,9,6,0,0,19,20,"1,637"
Swampscott,-,5,"1,122",476,10,5,9,1,0,0,12,23,"1,658"
Swampscott,-,6,"1,080",438,5,3,6,2,0,1,13,28,"1,576"
