City/Town,Ward,Pct,"Jennifer H. Ferreira","All Others",Blanks,"Total Votes Cast"
,,,Unenrolled
Nantucket,-,1,"3,420",23,762,"4,205"
TOTALS,,,"3,420",23,762,"4,205"
