City/Town,Ward,Pct,"Edward J. Markey","Kevin J. O'Connor","Shiva Ayyadurai","All Others",Blanks,"Total Votes Cast"
Randolph,-,7,"1,134",261,9,1,47,"1,452"
Randolph,-,8,"1,177",216,2,4,44,"1,443"
Randolph,-,9,"1,194",199,5,2,35,"1,435"
Randolph,-,10,"1,164",291,5,3,39,"1,502"
Randolph,-,11,"1,210",356,0,14,54,"1,634"
Randolph,-,12,"1,253",373,20,1,67,"1,714"
Raynham,-,1,"1,096",889,21,4,76,"2,086"
Raynham,-,1A,111,118,2,0,10,241
Raynham,-,2,842,817,18,1,64,"1,742"
Raynham,-,2A,148,192,7,0,14,361
Raynham,-,3,"1,153","1,160",30,4,64,"2,411"
Raynham,-,4,992,943,16,2,65,"2,018"
Reading,-,1,"1,379",856,5,3,76,"2,319"
Reading,-,2,"1,305",670,6,12,59,"2,052"
Reading,-,3,"1,543",913,11,8,70,"2,545"
Reading,-,4,"1,344",689,10,0,71,"2,114"
Reading,-,5,"1,394",638,13,3,68,"2,116"
Reading,-,6,"1,063",613,10,0,43,"1,729"
Reading,-,7,"1,353",728,8,0,59,"2,148"
Reading,-,8,"1,281",735,8,2,80,"2,106"
Rehoboth,-,1,"1,135","1,302",21,6,88,"2,552"
Rehoboth,-,2,"1,219","1,267",32,0,55,"2,573"
Rehoboth,-,3,"1,294","1,430",26,6,63,"2,819"
Revere,1,1,867,296,13,0,77,"1,253"
Revere,1,2,720,278,9,0,65,"1,072"
Revere,1,3,749,249,1,5,60,"1,064"
Revere,2,1,710,152,0,6,36,904
Revere,2,2,903,235,0,10,66,"1,214"
Revere,2,3,304,71,0,0,17,392
Revere,2,3A,117,38,0,0,6,161
Revere,3,1,816,343,6,3,61,"1,229"
Revere,3,2,734,271,0,14,67,"1,086"
Revere,3,3,767,294,2,1,80,"1,144"
Revere,4,1,805,360,12,5,49,"1,231"
Revere,4,2,663,302,5,1,66,"1,037"
Revere,4,3,819,360,6,6,83,"1,274"
Revere,5,1,581,332,5,0,60,978
Revere,5,1A,463,215,3,1,40,722
Revere,5,2,375,182,6,0,28,591
Revere,5,2A,417,109,1,1,33,561
Revere,5,3,744,300,4,1,51,"1,100"
Revere,6,1,815,534,10,3,81,"1,443"
Revere,6,2,870,562,4,12,86,"1,534"
Revere,6,3,689,256,3,10,47,"1,005"
Richmond,-,1,820,210,5,0,29,"1,064"
Rochester,-,1,"1,745","1,966",37,2,108,"3,858"
Rockland,-,1,"1,046",761,4,6,39,"1,856"
Rockland,-,2,"1,052",755,11,1,46,"1,865"
Rockland,-,3,788,511,14,0,39,"1,352"
Rockland,-,4,861,620,2,14,34,"1,531"
Rockland,-,5,852,747,8,5,33,"1,645"
Rockland,-,6,969,762,12,4,46,"1,793"
Rockport,-,1,921,352,0,9,22,"1,304"
Rockport,-,2,"1,314",501,0,1,26,"1,842"
Rockport,-,3,"1,514",602,0,10,37,"2,163"
Rowe,-,1,149,109,4,0,7,269
Rowley,-,1,"2,168","1,947",30,2,90,"4,237"
Royalston,-,1,254,194,13,0,10,471
Royalston,-,2,151,150,9,0,6,316
Russell,-,1,380,498,29,0,22,929
Rutland,-,1,944,963,24,10,39,"1,980"
Rutland,-,2,956,971,15,25,40,"2,007"
Rutland,-,3,894,769,15,4,33,"1,715"
Salem,1,1,"1,522",430,13,16,21,"2,002"
Salem,1,2,755,113,3,0,23,894
Salem,2,1,"1,627",321,9,13,30,"2,000"
Salem,2,2,"1,768",332,0,11,29,"2,140"
Salem,3,1,"1,188",331,7,5,39,"1,570"
Salem,3,2,"1,091",475,9,1,32,"1,608"
Salem,4,1,"1,269",481,10,10,17,"1,787"
Salem,4,2,"1,190",635,10,0,35,"1,870"
Salem,5,1,"1,437",376,12,2,38,"1,865"
Salem,5,2,"1,292",266,1,4,38,"1,601"
Salem,6,1,"1,400",436,8,6,44,"1,894"
Salem,6,2,"1,354",401,7,5,19,"1,786"
Salem,7,1,"1,013",314,8,9,28,"1,372"
Salem,7,2,"1,248",457,7,4,34,"1,750"
Salisbury,-,1,"1,139",808,17,1,51,"2,016"
Salisbury,-,2,995,845,12,0,45,"1,897"
Salisbury,-,3,787,842,8,0,46,"1,683"
Sandisfield,-,1,306,186,9,0,22,523
Sandwich,-,1,"1,516","1,060",18,1,40,"2,635"
Sandwich,-,2,"1,376","1,051",7,1,42,"2,477"
Sandwich,-,3,"1,204",997,11,1,47,"2,260"
Sandwich,-,4,"1,223","1,104",12,0,55,"2,394"
Sandwich,-,5,"1,154",989,17,1,49,"2,210"
Sandwich,-,6,"1,056","1,093",8,1,46,"2,204"
Saugus,-,1,854,588,11,2,57,"1,512"
Saugus,-,2,836,575,18,0,49,"1,478"
Saugus,-,3,864,592,8,0,49,"1,513"
Saugus,-,4,722,610,0,0,38,"1,370"
Saugus,-,5,920,861,18,1,57,"1,857"
Saugus,-,6,901,583,26,7,47,"1,564"
Saugus,-,7,887,841,18,0,62,"1,808"
Saugus,-,8,825,628,14,0,65,"1,532"
Saugus,-,9,931,818,11,0,63,"1,823"
Saugus,-,10,787,570,29,0,59,"1,445"
Savoy,-,1,234,151,4,0,38,427
Scituate,-,1,"1,324",983,11,1,47,"2,366"
Scituate,-,2,"1,295",904,7,2,47,"2,255"
Scituate,-,3,"1,401",846,3,2,39,"2,291"
Scituate,-,4,"1,283",981,3,3,36,"2,306"
Scituate,-,5,"1,359",778,1,6,50,"2,194"
Scituate,-,6,"1,296",904,3,2,48,"2,253"
Seekonk,-,1,"1,066",993,0,10,48,"2,117"
Seekonk,-,2,"1,292","1,044",0,8,47,"2,391"
Seekonk,-,3,"1,216",981,0,13,64,"2,274"
Seekonk,-,4,"1,166",978,0,15,62,"2,221"
Sharon,-,1,"1,776",587,14,1,75,"2,453"
Sharon,-,2,"1,592",577,6,3,73,"2,251"
Sharon,-,3,"1,754",570,10,1,57,"2,392"
Sharon,-,4,"1,833",510,14,3,47,"2,407"
Sharon,-,5,"1,561",545,15,4,67,"2,192"
Sheffield,-,1,"1,516",569,8,0,81,"2,174"
Shelburne,-,1,922,230,6,0,84,"1,242"
Sherborn,-,1,"2,093",839,15,2,42,"2,991"
Shirley,-,1,"2,103","1,458",69,6,81,"3,717"
Shrewsbury,-,1,"1,475",945,16,0,53,"2,489"
Shrewsbury,-,2,"1,346",754,9,0,41,"2,150"
Shrewsbury,-,3,"1,038",615,28,0,40,"1,721"
Shrewsbury,-,4,"1,300",807,14,0,40,"2,161"
Shrewsbury,-,5,"1,201",569,7,0,35,"1,812"
Shrewsbury,-,6,"1,378",731,29,1,54,"2,193"
Shrewsbury,-,7,"1,574",998,11,2,46,"2,631"
Shrewsbury,-,8,"1,525",905,6,0,53,"2,489"
Shrewsbury,-,9,"1,025",479,8,1,24,"1,537"
Shrewsbury,-,10,"1,373",709,7,2,46,"2,137"
Shutesbury,-,1,"1,151",151,19,1,17,"1,339"
Somerset,-,1,"1,239","1,031",15,3,78,"2,366"
Somerset,-,2,"1,268",966,16,4,75,"2,329"
Somerset,-,3,"1,281",981,16,0,76,"2,354"
Somerset,-,4,"1,100",875,20,1,70,"2,066"
Somerset,-,5,"1,063",940,15,1,78,"2,097"
Somerville,1,1,"1,111",223,6,2,33,"1,375"
Somerville,1,2,"1,831",369,6,9,49,"2,264"
Somerville,1,3,"1,238",196,3,0,17,"1,454"
Somerville,2,1,"1,781",150,4,3,22,"1,960"
Somerville,2,2,"2,096",169,3,4,24,"2,296"
Somerville,2,3,"2,037",209,4,2,30,"2,282"
Somerville,3,1,"1,782",171,1,3,36,"1,993"
Somerville,3,2,"1,804",207,4,1,21,"2,037"
Somerville,3,3,"2,103",210,3,1,33,"2,350"
Somerville,4,1,"1,126",236,1,9,46,"1,418"
Somerville,4,2,"1,448",201,7,1,41,"1,698"
Somerville,4,3,"1,693",250,4,2,34,"1,983"
Somerville,5,1,"1,902",261,8,4,36,"2,211"
Somerville,5,2,"2,208",216,2,3,33,"2,462"
Somerville,5,3,"2,081",220,4,1,32,"2,338"
Somerville,6,1,"2,322",199,5,3,36,"2,565"
Somerville,6,2,"2,137",166,3,2,28,"2,336"
Somerville,6,3,"1,077",122,1,2,21,"1,223"
Somerville,7,1,"2,029",203,1,6,33,"2,272"
Somerville,7,2,"1,698",189,2,0,25,"1,914"
Somerville,7,3,"1,632",276,5,6,29,"1,948"
"S. Hadley",-,A,"1,373",639,27,5,41,"2,085"
"S. Hadley",-,B,"1,447",682,33,2,51,"2,215"
"S. Hadley",-,C,"1,331",809,44,0,49,"2,233"
"S. Hadley",-,D,924,339,16,0,28,"1,307"
"S. Hadley",-,E,"1,394",782,31,1,54,"2,262"
Southampton,-,1,"2,197","1,823",0,90,111,"4,221"
Southborough,-,1,"1,503",740,13,2,36,"2,294"
Southborough,-,2,"1,366",736,14,1,38,"2,155"
Southborough,-,3,"1,464",746,20,3,35,"2,268"
Southbridge,-,1,877,512,2,6,55,"1,452"
Southbridge,-,2,762,462,17,2,37,"1,280"
Southbridge,-,3,782,641,9,7,44,"1,483"
Southbridge,-,4,"1,025",784,10,6,66,"1,891"
Southbridge,-,5,754,394,6,9,40,"1,203"
Southwick,-,1,795,"1,265",26,0,60,"2,146"
Southwick,-,2,715,942,26,1,37,"1,721"
Southwick,-,3,809,"1,019",21,2,50,"1,901"
Spencer,-,1,737,759,21,31,0,"1,548"
Spencer,-,2,756,720,28,0,33,"1,537"
Spencer,-,3,715,870,28,0,32,"1,645"
Spencer,-,4,896,783,23,0,35,"1,737"
Springfield,1,A,352,120,0,2,66,540
Springfield,1,B,529,137,2,3,59,730
Springfield,1,C,354,101,3,0,60,518
Springfield,1,D,463,97,0,4,55,619
Springfield,1,E,515,156,0,1,53,725
Springfield,1,F,441,102,3,1,82,629
Springfield,1,G,511,126,0,5,51,693
Springfield,1,H,548,116,0,4,32,700
Springfield,2,A,522,131,3,0,51,707
Springfield,2,B,714,254,2,1,84,"1,055"
Springfield,2,C,523,190,1,1,49,764
Springfield,2,D,726,244,8,8,38,"1,024"
Springfield,2,E,638,305,3,9,61,"1,016"
Springfield,2,F,777,263,3,4,69,"1,116"
Springfield,2,G,787,360,0,12,54,"1,213"
Springfield,2,H,688,272,10,1,68,"1,039"
Springfield,3,A,425,80,1,3,46,555
Springfield,3,B,397,80,0,5,43,525
Springfield,3,C,317,83,0,2,29,431
Springfield,3,D,464,102,1,3,42,612
Springfield,3,E,375,88,0,6,25,494
Springfield,3,F,415,108,0,6,47,576
Springfield,3,G,349,98,0,3,35,485
Springfield,3,H,454,150,2,4,62,672
Springfield,4,A,696,94,1,2,41,834
Springfield,4,B,624,128,3,2,49,806
Springfield,4,C,495,72,2,1,33,603
Springfield,4,D,565,76,0,2,31,674
Springfield,4,E,502,63,0,1,58,624
Springfield,4,F,190,27,7,0,5,229
Springfield,4,G,631,96,1,3,47,778
Springfield,4,H,592,51,5,0,52,700
Springfield,5,A,623,102,0,6,34,765
Springfield,5,B,817,172,9,12,36,"1,046"
Springfield,5,C,599,236,4,2,66,907
Springfield,5,D,799,419,14,2,61,"1,295"
Springfield,5,E,961,213,3,6,65,"1,248"
Springfield,5,F,823,264,0,6,60,"1,153"
Springfield,5,G,853,485,1,9,66,"1,414"
Springfield,5,H,563,331,0,13,51,958
Springfield,6,A,539,136,6,3,35,719
Springfield,6,B,787,251,13,1,52,"1,104"
Springfield,6,C,625,277,7,4,58,971
Springfield,6,D,785,435,12,0,66,"1,298"
Springfield,6,E,487,167,0,6,75,735
Springfield,6,F,615,148,4,2,33,802
Springfield,6,G,646,229,7,0,58,940
Springfield,6,H,691,341,6,3,38,"1,079"
Springfield,7,A,753,363,14,3,47,"1,180"
Springfield,7,B,860,464,13,0,92,"1,429"
Springfield,7,C,855,437,5,3,70,"1,370"
Springfield,7,D,716,441,19,4,61,"1,241"
Springfield,7,E,607,197,8,1,49,862
Springfield,7,F,824,437,1,11,63,"1,336"
Springfield,7,G,801,542,1,18,85,"1,447"
Springfield,7,H,380,197,5,0,31,613
Springfield,8,A,652,325,7,4,54,"1,042"
Springfield,8,B,737,236,0,11,63,"1,047"
Springfield,8,C,696,175,4,4,78,957
Springfield,8,D,420,128,7,2,37,594
Springfield,8,E,486,178,0,7,39,710
Springfield,8,F,694,282,0,9,54,"1,039"
Springfield,8,G,670,311,11,0,42,"1,034"
Springfield,8,H,715,199,8,2,36,960
Sterling,-,1,"1,342","1,192",46,0,65,"2,645"
Sterling,-,2,"1,414","1,314",43,3,71,"2,845"
Stockbridge,-,1,"1,082",247,8,0,33,"1,370"
Stoneham,-,1,"1,230",651,5,7,58,"1,951"
Stoneham,-,2,"1,439",745,12,7,61,"2,264"
Stoneham,-,3,"1,373",804,10,9,74,"2,270"
Stoneham,-,4,"1,077",722,6,3,39,"1,847"
Stoneham,-,5,"1,189",807,6,6,66,"2,074"
Stoneham,-,6,"1,294",704,5,12,69,"2,084"
Stoneham,-,7,"1,212",668,4,1,61,"1,946"
Stoughton,-,1,"1,449",646,4,2,48,"2,149"
Stoughton,-,2,"1,283",555,1,0,68,"1,907"
Stoughton,-,3,"1,347",607,8,0,61,"2,023"
Stoughton,-,4,"1,356",844,20,1,73,"2,294"
Stoughton,-,5,"1,096",554,15,0,63,"1,728"
Stoughton,-,6,"1,593",708,14,1,74,"2,390"
Stoughton,-,7,"1,177",514,8,0,44,"1,743"
Stoughton,-,8,"1,043",401,13,0,72,"1,529"
Stow,-,1,"1,727",748,38,2,42,"2,557"
Stow,-,2,"1,672",690,31,3,44,"2,440"
Sturbridge,-,1,"1,160",829,24,18,0,"2,031"
Sturbridge,-,2,"1,143",967,33,3,7,"2,153"
Sturbridge,-,3,991,851,22,6,39,"1,909"
Sudbury,-,1,"1,302",491,1,5,41,"1,840"
Sudbury,-,1A,464,197,0,3,8,672
Sudbury,-,2,"1,649",593,17,2,48,"2,309"
Sudbury,-,3,"1,900",807,8,2,65,"2,782"
Sudbury,-,4,"1,863",650,6,5,47,"2,571"
Sudbury,-,5,"1,620",642,7,0,44,"2,313"
Sunderland,-,1,"1,601",408,12,3,37,"2,061"
Sutton,-,1,"1,068","1,131",44,0,47,"2,290"
Sutton,-,2,856,"1,066",17,2,52,"1,993"
Sutton,-,3,"1,037",960,13,10,49,"2,069"
Swampscott,-,1,984,512,11,2,36,"1,545"
Swampscott,-,2,"1,225",451,6,2,53,"1,737"
Swampscott,-,3,993,373,6,2,23,"1,397"
Swampscott,-,4,"1,271",402,9,2,32,"1,716"
Swampscott,-,5,"1,030",467,9,4,43,"1,553"
Swampscott,-,6,"1,200",475,9,1,37,"1,722"
Swansea,-,1,974,"1,071",21,1,69,"2,136"
Swansea,-,2,"1,030",848,14,3,60,"1,955"
Swansea,-,3,"1,007",826,11,6,56,"1,906"
Swansea,-,4,981,992,15,0,53,"2,041"
Swansea,-,5,919,"1,020",14,2,77,"2,032"
Taunton,1,A,897,488,5,0,52,"1,442"
Taunton,1,B,988,870,6,7,84,"1,955"
Taunton,2,A,773,299,7,1,42,"1,122"
Taunton,2,B,831,411,14,4,47,"1,307"
Taunton,3,A,923,554,5,8,63,"1,553"
Taunton,3,B,"1,093",796,2,3,86,"1,980"
Taunton,4,A,994,864,20,0,63,"1,941"
Taunton,4,B,906,697,14,9,62,"1,688"
Taunton,5,A,886,488,9,7,48,"1,438"
Taunton,5,B,845,451,7,2,62,"1,367"
Taunton,6,A,712,431,10,0,60,"1,213"
Taunton,6,B,"1,016",637,12,3,64,"1,732"
Taunton,7,A,"1,026",761,23,0,77,"1,887"
Taunton,7,B,"1,038","1,039",9,10,73,"2,169"
Taunton,8,A,"1,061",852,20,0,79,"2,012"
Taunton,8,B,"1,116",943,10,2,75,"2,146"
Templeton,-,A,769,859,47,0,31,"1,706"
Templeton,-,B,663,702,53,0,42,"1,460"
Templeton,-,C,647,640,29,0,31,"1,347"
Tewksbury,-,1,"1,168",941,14,4,41,"2,168"
Tewksbury,-,1A,"1,264","1,091",17,1,70,"2,443"
Tewksbury,-,2,"1,196",974,8,4,40,"2,222"
Tewksbury,-,2A,"1,075",992,11,2,35,"2,115"
Tewksbury,-,3,"1,406","1,131",28,3,52,"2,620"
Tewksbury,-,3A,"1,476","1,192",18,3,55,"2,744"
Tewksbury,-,4,"1,366","1,090",11,4,50,"2,521"
Tewksbury,-,4A,"1,336","1,021",10,2,41,"2,410"
Tisbury,-,1,"2,229",571,15,2,41,"2,858"
Tolland,-,1,129,191,3,0,5,328
Topsfield,-,1,"2,352","1,754",19,0,362,"4,487"
Townsend,-,1,853,857,50,12,41,"1,813"
Townsend,-,2,884,847,28,37,5,"1,801"
Townsend,-,3,923,890,18,3,47,"1,881"
Truro,-,1,"1,379",365,2,0,22,"1,768"
Tyngsborough,-,1,905,801,8,0,52,"1,766"
Tyngsborough,-,2,946,877,11,0,49,"1,883"
Tyngsborough,-,3,"1,085",818,15,0,57,"1,975"
Tyngsborough,-,4,"1,001",902,13,0,64,"1,980"
Tyringham,-,1,221,69,7,1,19,317
Upton,-,1,"1,585","1,082",15,11,58,"2,751"
Upton,-,2,"1,416","1,083",31,9,38,"2,577"
Uxbridge,-,1,"1,005","1,086",32,2,47,"2,172"
Uxbridge,-,2,"1,131",920,30,2,50,"2,133"
Uxbridge,-,3,"1,040","1,079",20,2,41,"2,182"
Uxbridge,-,4,"1,142","1,079",22,3,39,"2,285"
Wakefield,-,1,"1,450","1,044",4,10,70,"2,578"
Wakefield,-,2,"1,322",784,6,19,72,"2,203"
Wakefield,-,3,"1,477",828,8,14,52,"2,379"
Wakefield,-,4,"1,384",780,6,8,56,"2,234"
Wakefield,-,5,"1,544",828,6,8,72,"2,458"
Wakefield,-,6,"1,609",845,5,9,53,"2,521"
Wakefield,-,7,"1,389",861,10,10,66,"2,336"
Wales,-,1,432,607,22,0,31,"1,092"
Walpole,-,1,"1,198",694,12,1,56,"1,961"
Walpole,-,2,"1,197",945,17,1,72,"2,232"
Walpole,-,3,"1,199",868,5,7,62,"2,141"
Walpole,-,4,"1,173",709,11,6,50,"1,949"
Walpole,-,5,936,767,12,6,37,"1,758"
Walpole,-,6,"1,196",849,11,6,38,"2,100"
Walpole,-,7,"1,120",914,6,0,54,"2,094"
Walpole,-,8,"1,048",939,7,6,60,"2,060"
Waltham,1,1,"1,388",646,6,5,38,"2,083"
Waltham,1,2,"1,414",728,3,7,58,"2,210"
Waltham,2,1,"1,411",615,13,2,47,"2,088"
Waltham,2,2,"1,228",321,4,0,21,"1,574"
Waltham,3,1,"1,295",830,9,0,53,"2,187"
Waltham,3,2,"1,337",628,5,7,53,"2,030"
Waltham,4,1,"1,321",726,6,6,53,"2,112"
Waltham,4,2,328,146,4,0,13,491
Waltham,5,1,"1,284",474,9,3,50,"1,820"
Waltham,5,2,"1,306",305,11,3,34,"1,659"
Waltham,6,1,"1,219",348,7,2,40,"1,616"
Waltham,6,2,766,214,3,0,26,"1,009"
Waltham,7,1,"1,256",511,5,3,37,"1,812"
Waltham,7,2,492,116,1,1,14,624
Waltham,8,1,"1,245",285,6,1,28,"1,565"
Waltham,8,2,"1,242",350,5,5,34,"1,636"
Waltham,9,1,"1,100",225,1,0,18,"1,344"
Waltham,9,2,940,239,8,0,28,"1,215"
Ware,-,A,764,534,12,2,21,"1,333"
Ware,-,B,716,836,20,0,35,"1,607"
Ware,-,C,943,"1,024",22,2,49,"2,040"
Wareham,-,1,"1,047",793,17,28,33,"1,918"
Wareham,-,2,"1,302",893,17,22,31,"2,265"
Wareham,-,3,"1,279",912,19,7,59,"2,276"
Wareham,-,4,"1,135",919,17,6,54,"2,131"
Wareham,-,5,"1,170",928,32,34,13,"2,177"
Wareham,-,6,"1,064",873,52,0,31,"2,020"
Warren,-,A,882,967,29,3,61,"1,942"
Warren,-,B,322,343,9,0,12,686
Warwick,-,1,330,177,4,0,15,526
Washington,-,1,241,99,1,0,12,353
Watertown,-,1,988,291,7,0,24,"1,310"
Watertown,-,2,"1,147",265,13,1,32,"1,458"
Watertown,-,3,"1,333",236,4,13,25,"1,611"
Watertown,-,4,"1,451",266,4,1,23,"1,745"
Watertown,-,5,"1,489",303,4,2,31,"1,829"
Watertown,-,6,"1,207",270,4,0,25,"1,506"
Watertown,-,7,"1,341",382,5,4,38,"1,770"
Watertown,-,8,"1,353",320,9,1,22,"1,705"
Watertown,-,9,"1,022",270,6,5,31,"1,334"
Watertown,-,10,"1,554",513,13,4,45,"2,129"
Watertown,-,11,"1,058",397,5,0,28,"1,488"
Watertown,-,12,"1,072",319,9,5,28,"1,433"
Wayland,-,1,"1,770",541,12,1,40,"2,364"
Wayland,-,2,"1,711",534,7,2,42,"2,296"
Wayland,-,3,"1,602",503,5,0,32,"2,142"
Wayland,-,4,"1,863",659,5,6,55,"2,588"
Webster,-,1,831,654,12,1,20,"1,518"
Webster,-,2,647,431,2,9,25,"1,114"
Webster,-,3,752,718,14,3,26,"1,513"
Webster,-,4,"1,042","1,227",25,6,55,"2,355"
Webster,-,5,944,844,16,3,39,"1,846"
Wellesley,-,A,"1,609",591,4,2,52,"2,258"
Wellesley,-,B,"1,804",652,6,2,35,"2,499"
Wellesley,-,C,"1,368",912,8,3,39,"2,330"
Wellesley,-,D,"1,789",611,7,5,56,"2,468"
Wellesley,-,E,"1,555",521,10,4,48,"2,138"
Wellesley,-,F,938,439,0,1,31,"1,409"
Wellesley,-,G,872,242,2,2,14,"1,132"
Wellesley,-,H,"1,533",660,7,3,57,"2,260"
Wellfleet,-,1,"1,966",530,7,5,24,"2,532"
Wendell,-,1,490,101,7,0,18,616
Wenham,-,1,"1,606",977,25,0,39,"2,647"
"W. Boylston",-,1,"1,162",788,22,24,26,"2,022"
"W. Boylston",-,2,"1,579","1,156",23,0,66,"2,824"
"W. Bridgewater",-,1,"1,188","1,120",22,3,76,"2,409"
"W. Bridgewater",-,2,"1,079","1,085",26,2,64,"2,256"
"W. Brookfield",-,1,"1,152","1,089",26,2,64,"2,333"
"W. Newbury",-,1,"1,999","1,214",22,0,63,"3,298"
"W. Springfield",-,1,528,342,16,0,40,926
"W. Springfield",-,2,708,449,17,0,36,"1,210"
"W. Springfield",-,3,852,628,20,0,39,"1,539"
"W. Springfield",-,4,984,672,26,0,53,"1,735"
"W. Springfield",-,5,"1,123","1,094",23,0,63,"2,303"
"W. Springfield",-,6,"1,016",994,34,0,63,"2,107"
"W. Springfield",-,7,"1,009","1,122",34,3,80,"2,248"
"W. Springfield",-,8,863,603,33,0,34,"1,533"
"W. Stockbridge",-,1,783,166,0,6,20,975
"W. Tisbury",-,1,"1,882",363,15,1,42,"2,303"
Westborough,-,1,"1,113",424,2,1,34,"1,574"
Westborough,-,2,"1,155",489,10,1,33,"1,688"
Westborough,-,3,"1,428",613,17,2,35,"2,095"
Westborough,-,4,"1,860",836,13,0,46,"2,755"
Westborough,-,5,"1,719",806,10,3,48,"2,586"
Westfield,1,A,998,"1,037",37,1,62,"2,135"
Westfield,1,B,854,968,33,5,53,"1,913"
Westfield,2,A,660,398,32,3,34,"1,127"
Westfield,2,B,786,645,37,2,60,"1,530"
Westfield,3,A,608,429,26,2,37,"1,102"
Westfield,3,B,897,740,28,1,64,"1,730"
Westfield,4,A,319,338,13,1,16,687
Westfield,4,B,"1,061","1,149",38,4,60,"2,312"
Westfield,5,A,"1,085","1,159",50,1,44,"2,339"
Westfield,5,B,985,"1,174",31,3,55,"2,248"
Westfield,6,A,892,"1,009",52,5,57,"2,015"
Westfield,6,B,781,808,17,1,39,"1,646"
Westford,-,1,"1,661",894,9,15,68,"2,647"
Westford,-,2,"1,735",862,2,22,54,"2,675"
Westford,-,3,"1,555",905,4,12,43,"2,519"
Westford,-,4,"1,794",826,5,20,34,"2,679"
Westford,-,5,"1,591",823,4,5,55,"2,478"
Westford,-,6,"1,504",815,3,10,53,"2,385"
Westhampton,-,1,745,421,7,0,26,"1,199"
Westminster,-,1,"1,368","1,212",79,1,41,"2,701"
Westminster,-,2,"1,276","1,217",84,4,51,"2,632"
Weston,-,1,"1,300",551,11,0,39,"1,901"
Weston,-,2,"1,124",547,11,1,34,"1,717"
Weston,-,3,"1,107",549,10,2,26,"1,694"
Weston,-,4,"1,181",591,4,7,45,"1,828"
Westport,-,A,"1,047",898,14,0,71,"2,030"
Westport,-,B,"1,297","1,002",17,2,75,"2,393"
Westport,-,C,912,920,0,14,71,"1,917"
Westport,-,D,960,795,6,4,62,"1,827"
Westport,-,E,"1,308","1,040",14,5,92,"2,459"
Westwood,-,1,"1,616",968,11,3,46,"2,644"
Westwood,-,2,"1,672",983,20,3,68,"2,746"
Westwood,-,3,"1,559",953,7,2,83,"2,604"
Westwood,-,4,"1,498","1,058",13,0,76,"2,645"
Weymouth,-,1,"1,040",673,3,4,35,"1,755"
Weymouth,-,2,"1,098",814,11,0,49,"1,972"
Weymouth,-,3,"1,047",837,2,12,54,"1,952"
Weymouth,-,4,987,728,0,9,32,"1,756"
Weymouth,-,5,934,479,3,7,33,"1,456"
Weymouth,-,6,"1,128",746,4,6,39,"1,923"
Weymouth,-,7,"1,022",661,15,2,36,"1,736"
Weymouth,-,8,"1,077",638,0,5,39,"1,759"
Weymouth,-,9,"1,075",833,6,4,49,"1,967"
Weymouth,-,10,856,502,10,2,25,"1,395"
Weymouth,-,11,"1,024",731,4,5,38,"1,802"
Weymouth,-,12,"1,049",790,7,3,51,"1,900"
Weymouth,-,13,938,498,2,9,34,"1,481"
Weymouth,-,14,"1,025",574,2,4,24,"1,629"
Weymouth,-,15,"1,168",835,5,4,25,"2,037"
Weymouth,-,16,"1,100",858,8,4,45,"2,015"
Weymouth,-,17,924,579,5,6,24,"1,538"
Weymouth,-,18,"1,761","1,128",0,20,63,"2,972"
Whately,-,1,747,337,13,0,19,"1,116"
Whitman,-,1,"1,370",984,14,4,67,"2,439"
Whitman,-,2,"1,095",970,22,9,35,"2,131"
Whitman,-,3,"1,062",944,17,8,45,"2,076"
Whitman,-,4,"1,093",870,10,1,59,"2,033"
Wilbraham,-,A,"1,285","1,041",24,1,71,"2,422"
Wilbraham,-,B,"1,215",996,27,4,69,"2,311"
Wilbraham,-,C,"1,109","1,117",32,4,58,"2,320"
Wilbraham,-,D,"1,179","1,114",28,2,76,"2,399"
Williamsburg,-,1,"1,429",364,20,0,22,"1,835"
Williamstown,-,1,"1,267",248,5,4,27,"1,551"
Williamstown,-,2,566,60,1,1,14,642
Williamstown,-,3,"1,298",253,3,1,29,"1,584"
Wilmington,-,1,"1,373",981,21,0,52,"2,427"
Wilmington,-,2,"1,312",964,18,2,54,"2,350"
Wilmington,-,3,"1,294","1,076",22,0,50,"2,442"
Wilmington,-,4,"1,388","1,097",17,1,47,"2,550"
Wilmington,-,5,"1,455","1,029",30,3,60,"2,577"
Wilmington,-,6,"1,437","1,067",18,2,46,"2,570"
Winchendon,-,1,547,647,29,3,23,"1,249"
Winchendon,-,1A,207,143,0,11,10,371
Winchendon,-,2,873,820,61,2,37,"1,793"
Winchendon,-,3,833,849,53,0,40,"1,775"
Winchester,-,1,"1,292",445,3,1,47,"1,788"
Winchester,-,2,"1,093",421,5,7,45,"1,571"
Winchester,-,3,"1,383",468,3,1,46,"1,901"
Winchester,-,4,"1,245",594,2,3,47,"1,891"
Winchester,-,5,"1,095",667,10,4,45,"1,821"
Winchester,-,6,"1,108",627,16,1,39,"1,791"
Winchester,-,7,"1,197",578,10,4,45,"1,834"
Winchester,-,8,905,418,7,1,44,"1,375"
Windsor,-,1,382,161,11,0,27,581
Winthrop,-,1,"1,080",663,15,0,47,"1,805"
Winthrop,-,2,988,636,9,2,67,"1,702"
Winthrop,-,3,"1,142",498,11,0,50,"1,701"
Winthrop,-,4,990,478,5,1,45,"1,519"
Winthrop,-,5,"1,142",624,5,0,57,"1,828"
Winthrop,-,6,"1,187",495,20,0,44,"1,746"
