City/Town,Ward,Pct,"Andrea Joy Campbell","James R. McMahon, III","All Others",Blanks,"Total Votes Cast"
Spencer,-,4,574,633,2,26,"1,235"
Springfield,1,A,195,46,2,22,265
Springfield,1,B,216,64,1,13,294
Springfield,1,C,131,31,2,8,172
Springfield,1,C1,15,6,0,0,21
Springfield,1,D,161,28,0,3,192
Springfield,1,D1,41,8,0,5,54
Springfield,1,E,155,39,0,11,205
Springfield,1,F,228,43,1,4,276
Springfield,1,G,173,42,0,6,221
Springfield,1,H,336,60,1,7,404
Springfield,2,A,205,85,0,9,299
Springfield,2,B,375,196,1,36,608
Springfield,2,C,206,92,0,10,308
Springfield,2,D,342,137,0,22,501
Springfield,2,E,322,174,0,14,510
Springfield,2,F,338,132,0,10,480
Springfield,2,G,363,213,1,24,601
Springfield,2,H,386,200,0,15,601
Springfield,3,A,183,47,0,8,238
Springfield,3,B,190,27,0,8,225
Springfield,3,C,154,46,0,5,205
Springfield,3,D,191,34,0,6,231
Springfield,3,E,106,30,0,5,141
Springfield,3,F,153,54,0,5,212
Springfield,3,G,122,39,0,4,165
Springfield,3,H,153,64,1,7,225
Springfield,4,A,433,78,0,11,522
Springfield,4,B,234,36,0,5,275
Springfield,4,C,196,20,0,8,224
Springfield,4,D,205,30,0,5,240
Springfield,4,E,206,26,2,7,241
Springfield,4,F,83,11,0,5,99
Springfield,4,G,298,46,2,16,362
Springfield,4,H,293,35,1,11,340
Springfield,5,A,356,66,0,13,435
Springfield,5,B,408,136,0,9,553
Springfield,5,C,282,166,2,9,459
Springfield,5,C1,5,5,0,1,11
Springfield,5,D,509,321,0,22,852
Springfield,5,E,476,113,2,23,614
Springfield,5,F,496,180,1,31,708
Springfield,5,G,511,343,1,19,874
Springfield,5,H,393,229,1,15,638
Springfield,6,A,268,85,1,8,362
Springfield,6,B,451,157,0,26,634
Springfield,6,C,306,178,0,9,493
Springfield,6,D,510,284,1,29,824
Springfield,6,D1,23,11,0,0,34
Springfield,6,E,207,56,0,10,273
Springfield,6,F,253,63,0,9,325
Springfield,6,G,340,142,0,12,494
Springfield,6,H,405,216,1,17,639
Springfield,7,A,447,248,0,21,716
Springfield,7,A1,20,5,0,0,25
Springfield,7,B,590,339,2,29,960
Springfield,7,B1,4,2,0,0,6
Springfield,7,C,544,330,1,22,897
Springfield,7,D,385,284,1,33,703
Springfield,7,E,263,118,0,17,398
Springfield,7,F,597,320,0,32,949
Springfield,7,G,567,381,2,27,977
Springfield,7,H,235,127,0,17,379
Springfield,7,H1,39,31,0,3,73
Springfield,8,A,316,212,2,9,539
Springfield,8,B,336,140,1,6,483
Springfield,8,B1,24,20,0,2,46
Springfield,8,C,355,118,0,16,489
Springfield,8,D,184,76,0,5,265
Springfield,8,E,192,80,0,8,280
Springfield,8,F,299,147,1,5,452
Springfield,8,G,306,180,1,9,496
Springfield,8,G1,8,6,0,0,14
Springfield,8,H,333,119,1,16,469
Sterling,-,1,961,"1,046",0,44,"2,051"
Sterling,-,2,"1,003","1,079",1,47,"2,130"
Stockbridge,,,842,200,0,27,"1,069"
Stoneham,-,1,796,502,1,31,"1,330"
Stoneham,-,2,895,498,2,41,"1,436"
Stoneham,-,3,892,699,2,38,"1,631"
Stoneham,-,4,778,600,3,36,"1,417"
Stoneham,-,5,861,669,1,53,"1,584"
Stoneham,-,6,"1,032",622,1,55,"1,710"
Stoneham,-,7,805,524,1,35,"1,365"
Stoughton,-,1,765,458,1,31,"1,255"
Stoughton,-,2,710,414,0,37,"1,161"
Stoughton,-,2A,111,48,0,3,162
Stoughton,-,3,855,490,0,31,"1,376"
Stoughton,-,4,907,653,0,38,"1,598"
Stoughton,-,4A,65,36,0,2,103
Stoughton,-,5,686,450,0,15,"1,151"
Stoughton,-,5A,47,45,0,4,96
Stoughton,-,6,891,496,0,37,"1,424"
Stoughton,-,7,787,428,1,21,"1,237"
Stoughton,-,7A,45,14,0,1,60
Stoughton,-,8,518,296,0,23,837
Stoughton,-,8A,32,27,0,0,59
Stow,-,1,"1,319",629,2,34,"1,984"
Stow,-,2,"1,346",519,1,44,"1,910"
Sturbridge,-,1,766,648,0,17,"1,431"
Sturbridge,-,2,758,726,1,32,"1,517"
Sturbridge,-,3,722,651,0,24,"1,397"
Sudbury,-,1,"1,123",437,0,34,"1,594"
Sudbury,-,2,"1,144",385,0,49,"1,578"
Sudbury,-,3,966,414,0,28,"1,408"
Sudbury,-,4,"1,078",414,0,39,"1,531"
Sudbury,-,5,"1,026",431,0,33,"1,490"
Sudbury,-,6,"1,114",400,0,35,"1,549"
Sunderland,,,"1,046",312,0,26,"1,384"
Sutton,-,1,691,867,4,31,"1,593"
Sutton,-,2,600,879,1,27,"1,507"
Sutton,-,3,699,767,0,33,"1,499"
Swampscott,-,1,702,342,0,22,"1,066"
Swampscott,-,2,664,396,0,40,"1,100"
Swampscott,-,3,890,252,2,31,"1,175"
Swampscott,-,4,897,353,3,41,"1,294"
Swampscott,-,5,806,396,0,46,"1,248"
Swampscott,-,6,820,344,1,45,"1,210"
Swansea,-,1,575,762,0,26,"1,363"
Swansea,-,2,692,636,0,33,"1,361"
Swansea,-,3,706,651,1,22,"1,380"
Swansea,-,4,650,747,2,20,"1,419"
Swansea,-,5,617,782,0,30,"1,429"
Taunton,1,A,486,332,0,31,849
Taunton,1,A1,36,4,0,1,41
Taunton,1,B,619,669,0,39,"1,327"
Taunton,2,A,295,170,0,9,474
Taunton,2,B,411,310,0,26,747
Taunton,3,A,524,374,0,52,950
Taunton,3,B,615,560,0,44,"1,219"
Taunton,4,A,554,633,0,40,"1,227"
Taunton,4,B,584,525,0,35,"1,144"
Taunton,4,B1,9,16,0,3,28
Taunton,5,A,451,315,0,32,798
Taunton,5,B,413,290,0,27,730
Taunton,6,A,408,296,0,28,732
Taunton,6,B,524,429,0,30,983
Taunton,7,A,659,594,0,66,"1,319"
Taunton,7,B,645,829,0,53,"1,527"
Taunton,8,A,704,616,0,67,"1,387"
Taunton,8,B,754,686,0,56,"1,496"
Templeton,-,A,486,691,1,25,"1,203"
Templeton,-,B,416,578,0,22,"1,016"
Templeton,-,C,435,498,0,11,944
Tewksbury,-,1,747,696,2,31,"1,476"
Tewksbury,-,2,877,849,1,35,"1,762"
Tewksbury,-,3,733,814,1,23,"1,571"
Tewksbury,-,4,811,734,0,32,"1,577"
Tewksbury,-,5,749,738,0,38,"1,525"
Tewksbury,-,5A,154,88,0,3,245
Tewksbury,-,6,743,861,1,26,"1,631"
Tewksbury,-,7,938,961,0,38,"1,937"
Tewksbury,-,8,845,816,2,44,"1,707"
Tisbury,,,"1,565",448,0,28,"2,041"
Tolland,,,97,147,0,5,249
Topsfield,-,1,902,801,1,50,"1,754"
Topsfield,-,2,883,685,1,39,"1,608"
Townsend,-,1,555,739,1,29,"1,324"
Townsend,-,2,612,684,0,34,"1,330"
Townsend,-,3,645,667,0,30,"1,342"
Truro,,,"1,147",326,0,17,"1,490"
Tyngsborough,-,1,642,660,0,33,"1,335"
Tyngsborough,-,2,609,588,0,38,"1,235"
Tyngsborough,-,3,612,510,0,36,"1,158"
Tyngsborough,-,4,825,746,0,39,"1,610"
Tyringham,,,178,62,0,5,245
Upton,-,1,768,523,0,32,"1,323"
Upton,-,2,744,628,1,38,"1,411"
Upton,-,3,629,545,0,39,"1,213"
Uxbridge,-,1,653,830,0,31,"1,514"
Uxbridge,-,1A,54,87,0,3,144
Uxbridge,-,2,660,683,0,37,"1,380"
Uxbridge,-,3,691,816,0,29,"1,536"
Uxbridge,-,4,754,809,0,38,"1,601"
Wakefield,-,1,832,780,0,33,"1,645"
Wakefield,-,2,932,587,1,50,"1,570"
Wakefield,-,3,"1,031",759,4,50,"1,844"
Wakefield,-,4,925,572,1,41,"1,539"
Wakefield,-,5,"1,124",667,2,39,"1,832"
Wakefield,-,6,"1,255",669,2,68,"1,994"
Wakefield,-,7,"1,068",728,2,57,"1,855"
Wales,,,277,472,0,10,759
Walpole,-,1,814,557,0,38,"1,409"
Walpole,-,2,815,759,0,48,"1,622"
Walpole,-,2A,11,17,0,0,28
Walpole,-,3,987,797,0,43,"1,827"
Walpole,-,4,684,521,0,26,"1,231"
Walpole,-,5,618,574,1,33,"1,226"
Walpole,-,5A,24,50,0,0,74
Walpole,-,6,846,682,0,31,"1,559"
Walpole,-,7,795,729,0,48,"1,572"
Walpole,-,8,770,763,0,45,"1,578"
Waltham,1,1,993,493,2,44,"1,532"
Waltham,1,2,944,589,2,33,"1,568"
Waltham,1,2A,4,10,0,1,15
Waltham,2,1,968,454,0,30,"1,452"
Waltham,2,2,720,235,1,21,977
Waltham,3,1,885,661,2,45,"1,593"
Waltham,3,2,964,469,0,53,"1,486"
Waltham,3,2A,14,15,0,1,30
Waltham,4,1,979,527,0,32,"1,538"
Waltham,4,1A,20,6,0,0,26
Waltham,4,2,169,86,0,9,264
Waltham,5,1,726,365,0,34,"1,125"
Waltham,5,2,535,145,0,21,701
Waltham,5,2A,103,19,0,2,124
Waltham,6,1,807,253,3,21,"1,084"
Waltham,6,2,464,167,0,17,648
Waltham,6,2A,107,37,0,2,146
Waltham,7,1,964,442,0,33,"1,439"
Waltham,7,2,332,93,1,8,434
Waltham,8,1,809,211,0,23,"1,043"
Waltham,8,2,821,251,0,28,"1,100"
Waltham,8,2A,11,0,0,0,11
Waltham,9,1,632,154,1,15,802
Waltham,9,2,577,173,0,21,771
Ware,-,A,472,395,0,10,877
Ware,-,B,449,600,0,23,"1,072"
Ware,-,C,643,792,0,29,"1,464"
Wareham,-,1,732,712,4,18,"1,466"
Wareham,-,2,811,796,2,22,"1,631"
Wareham,-,3,782,755,3,19,"1,559"
Wareham,-,4,696,732,1,30,"1,459"
Wareham,-,5,716,835,3,20,"1,574"
Wareham,-,6,610,692,0,20,"1,322"
Warren,-,A,555,772,0,27,"1,354"
Warren,-,B,197,238,0,14,449
Warwick,,,264,127,0,12,403
Washington,,,182,97,0,6,285
Watertown,-,1,715,226,0,17,958
Watertown,-,2,883,221,1,11,"1,116"
Watertown,-,3,"1,058",189,0,28,"1,275"
Watertown,-,4,"1,220",223,0,35,"1,478"
Watertown,-,5,755,156,0,10,921
Watertown,-,6,854,181,0,27,"1,062"
Watertown,-,7,977,302,0,27,"1,306"
Watertown,-,8,"1,001",235,0,20,"1,256"
Watertown,-,9,760,212,1,24,997
Watertown,-,10,917,316,0,33,"1,266"
Watertown,-,11,842,382,0,28,"1,252"
Watertown,-,12,828,318,1,18,"1,165"
Wayland,-,1,"1,379",420,2,43,"1,844"
Wayland,-,2,"1,182",401,3,34,"1,620"
Wayland,-,3,"1,134",366,0,45,"1,545"
Wayland,-,4,"1,328",477,0,50,"1,855"
Webster,-,1,297,285,1,3,586
Webster,-,1A,131,112,1,5,249
Webster,-,2,314,262,2,7,585
Webster,-,3,450,535,1,14,"1,000"
Webster,-,4,681,"1,002",1,28,"1,712"
Webster,-,5,580,608,1,15,"1,204"
Wellesley,-,A,"1,121",467,2,61,"1,651"
Wellesley,-,B,"1,251",484,1,45,"1,781"
Wellesley,-,C,"1,023",734,0,68,"1,825"
Wellesley,-,D,"1,222",414,0,47,"1,683"
Wellesley,-,E,"1,066",457,0,49,"1,572"
Wellesley,-,F,719,309,0,33,"1,061"
Wellesley,-,G,632,194,1,12,839
Wellesley,-,H,"1,159",520,0,55,"1,734"
Wellfleet,,,"1,535",464,0,33,"2,032"
Wendell,,,383,91,0,10,484
Wenham,-,1,435,291,0,14,740
Wenham,-,1A,743,448,0,44,"1,235"
"W. Boylston",-,1,859,727,32,4,"1,622"
"W. Boylston",-,2,986,895,4,41,"1,926"
"W. Bridgewater",-,1,665,898,1,47,"1,611"
"W. Bridgewater",-,2,710,912,0,46,"1,668"
"W. Brookfield",,,828,891,0,30,"1,749"
"W. Newbury",,,"1,583",954,0,49,"2,586"
"W. Springfield",-,1,203,165,0,7,375
"W. Springfield",-,2,328,218,0,10,556
"W. Springfield",-,3,519,421,0,26,966
"W. Springfield",-,4,590,449,0,24,"1,063"
"W. Springfield",-,5,777,783,0,66,"1,626"
"W. Springfield",-,6,682,736,0,53,"1,471"
"W. Springfield",-,7,639,765,1,39,"1,444"
"W. Springfield",-,8,549,471,0,37,"1,057"
"W. Stockbridge",,,596,136,0,18,750
"W. Tisbury",,,"1,443",304,0,26,"1,773"
Westborough,-,1,667,230,0,29,926
Westborough,-,2,634,306,0,16,956
Westborough,-,3,752,338,0,28,"1,118"
Westborough,-,4,682,343,0,21,"1,046"
Westborough,-,5,"1,139",610,1,35,"1,785"
Westborough,-,6,"1,230",592,1,46,"1,869"
Westfield,1,A,719,788,0,46,"1,553"
Westfield,1,B,590,737,0,45,"1,372"
Westfield,2,A,323,208,0,7,538
Westfield,2,A1,23,16,0,1,40
Westfield,2,B,490,420,0,25,935
Westfield,3,A,386,295,2,14,697
Westfield,3,B,640,553,2,47,"1,242"
Westfield,4,A,247,365,1,18,631
Westfield,4,B,783,792,2,48,"1,625"
Westfield,5,A,708,871,0,53,"1,632"
Westfield,5,B,633,888,0,38,"1,559"
Westfield,6,A,574,731,0,34,"1,339"
Westfield,6,B,458,572,0,19,"1,049"
Westfield,6,B1,27,48,0,2,77
Westford,-,1,869,577,1,43,"1,490"
Westford,-,2,907,536,0,33,"1,476"
Westford,-,3,"1,041",657,1,41,"1,740"
Westford,-,4,998,558,1,36,"1,593"
Westford,-,5,990,607,0,38,"1,635"
Westford,-,6,954,643,0,40,"1,637"
Westford,-,7,"1,155",567,2,35,"1,759"
Westhampton,,,608,341,0,25,974
Westminster,-,1,615,679,0,20,"1,314"
Westminster,-,2,467,540,1,21,"1,029"
Westminster,-,2A,169,201,0,5,375
Westminster,-,3,631,580,0,16,"1,227"
Weston,-,1,967,449,1,35,"1,452"
Weston,-,2,796,441,1,34,"1,272"
Weston,-,3,732,391,3,40,"1,166"
Weston,-,4,769,473,0,44,"1,286"
Westport,-,A,642,699,0,29,"1,370"
Westport,-,B,970,849,0,48,"1,867"
Westport,-,C,591,719,0,21,"1,331"
Westport,-,D,608,686,0,37,"1,331"
Westport,-,E,929,842,0,53,"1,824"
Westwood,-,1,"1,056",530,0,50,"1,636"
Westwood,-,2,935,637,2,45,"1,619"
Westwood,-,3,911,566,0,43,"1,520"
Westwood,-,4,728,614,0,46,"1,388"
Westwood,-,5,977,650,0,61,"1,688"
Weymouth,-,1,702,534,0,36,"1,272"
Weymouth,-,2,865,699,0,47,"1,611"
Weymouth,-,3,764,729,0,33,"1,526"
Weymouth,-,4,721,551,2,36,"1,310"
Weymouth,-,5,725,439,0,29,"1,193"
Weymouth,-,6,865,639,0,39,"1,543"
Weymouth,-,7,578,456,0,27,"1,061"
Weymouth,-,8,703,555,2,34,"1,294"
Weymouth,-,9,517,411,0,26,954
Weymouth,-,9A,166,170,0,2,338
Weymouth,-,10,591,447,0,28,"1,066"
Weymouth,-,11,567,393,0,16,976
Weymouth,-,12,788,662,0,38,"1,488"
Weymouth,-,13,482,346,1,11,840
Weymouth,-,14,821,604,2,42,"1,469"
Weymouth,-,15,784,744,1,36,"1,565"
Weymouth,-,16,878,734,4,34,"1,650"
Weymouth,-,17,574,454,2,32,"1,062"
Weymouth,-,18,682,390,1,26,"1,099"
Whately,,,584,299,0,17,900
Whitman,-,1,885,836,1,38,"1,760"
Whitman,-,2,674,767,1,32,"1,474"
Whitman,-,3,722,783,0,44,"1,549"
Whitman,-,4,742,725,1,51,"1,519"
Wilbraham,-,A,868,799,0,31,"1,698"
Wilbraham,-,B,753,759,2,37,"1,551"
Wilbraham,-,C,762,906,1,27,"1,696"
Wilbraham,-,D,848,905,1,34,"1,788"
Williamsburg,,,"1,168",264,0,21,"1,453"
Williamstown,-,1,"1,016",188,0,18,"1,222"
Williamstown,-,2,304,32,0,5,341
Williamstown,-,3,"1,128",213,0,20,"1,361"
Wilmington,-,1,963,822,0,34,"1,819"
Wilmington,-,2,880,833,1,50,"1,764"
Wilmington,-,3,827,812,1,41,"1,681"
Wilmington,-,4,917,833,1,28,"1,779"
Wilmington,-,5,835,765,1,39,"1,640"
Wilmington,-,6,912,921,0,31,"1,864"
Winchendon,-,1,416,575,0,8,999
Winchendon,-,2,518,686,3,23,"1,230"
Winchendon,-,3,531,661,2,20,"1,214"
Winchester,-,1,922,374,0,43,"1,339"
Winchester,-,2,769,334,1,32,"1,136"
Winchester,-,3,"1,043",366,0,59,"1,468"
Winchester,-,4,899,476,0,52,"1,427"
Winchester,-,5,771,521,0,34,"1,326"
Winchester,-,6,775,521,3,51,"1,350"
Winchester,-,7,880,465,1,62,"1,408"
Winchester,-,8,561,347,1,42,951
Windsor,,,255,133,0,9,397
Winthrop,-,1,651,490,1,24,"1,166"
Winthrop,-,2,688,498,1,34,"1,221"
Winthrop,-,3,671,374,0,22,"1,067"
Winthrop,-,4,549,341,0,27,917
Winthrop,-,5,720,498,0,42,"1,260"
Winthrop,-,6,716,368,1,18,"1,103"
Woburn,1,1,538,358,0,23,919
Woburn,1,2,632,350,0,27,"1,009"
Woburn,1,2A,52,23,0,1,76
Woburn,2,1,670,474,1,35,"1,180"
Woburn,2,2,604,275,0,28,907
Woburn,3,1,720,372,0,37,"1,129"
Woburn,3,2,723,697,1,45,"1,466"
Woburn,4,1,654,547,0,55,"1,256"
Woburn,4,2,611,415,1,21,"1,048"
Woburn,5,1,680,314,1,18,"1,013"
Woburn,5,2,604,426,0,27,"1,057"
Woburn,6,1,435,263,0,15,713
Woburn,6,2,636,489,0,24,"1,149"
Woburn,7,1,719,681,1,43,"1,444"
Woburn,7,2,788,627,1,49,"1,465"
Worcester,1,1,497,189,1,12,699
Worcester,1,2,944,612,1,47,"1,604"
Worcester,1,3,568,281,1,20,870
Worcester,1,4,"1,039",370,1,40,"1,450"
Worcester,1,5,581,363,1,16,961
Worcester,1,6,863,559,1,43,"1,466"
Worcester,2,1,827,436,2,41,"1,306"
Worcester,2,2,646,384,2,31,"1,063"
Worcester,2,3,690,424,0,25,"1,139"
Worcester,2,4,543,172,2,13,730
Worcester,2,5,345,129,0,12,486
Worcester,2,6,574,282,1,21,878
Worcester,3,1,241,95,0,10,346
Worcester,3,2,220,45,0,8,273
Worcester,3,3,524,317,3,23,867
Worcester,3,4,276,71,0,7,354
Worcester,3,5,503,214,1,17,735
Worcester,3,6,527,222,1,18,768
Worcester,4,1,202,62,1,8,273
Worcester,4,2,170,69,0,13,252
Worcester,4,2A,123,80,0,4,207
Worcester,4,3,271,73,0,7,351
Worcester,4,4,351,203,0,20,574
Worcester,4,5,561,272,0,30,863
Worcester,4,6,468,297,1,14,780
Worcester,5,1,295,100,0,14,409
Worcester,5,2,498,305,0,22,825
Worcester,5,3,674,495,0,29,"1,198"
Worcester,5,4,624,372,1,17,"1,014"
Worcester,5,5,544,382,2,29,957
Worcester,5,6,440,272,0,23,735
Worcester,6,1,172,66,1,6,245
Worcester,6,2,295,129,1,13,438
Worcester,6,3,252,106,0,11,369
Worcester,6,4,56,30,0,0,86
Worcester,6,5,345,190,2,16,553
Worcester,6,6,510,305,0,12,827
Worcester,7,1,607,258,3,26,894
Worcester,7,2,481,284,4,15,784
Worcester,7,3,345,157,0,13,515
Worcester,7,4,545,270,0,17,832
Worcester,7,5,369,275,0,13,657
Worcester,7,5A,126,72,0,11,209
Worcester,7,6,551,304,1,24,880
Worcester,8,1,245,82,2,10,339
Worcester,8,2,178,75,0,7,260
Worcester,8,3,123,25,0,2,150
Worcester,8,4,333,129,2,13,477
Worcester,8,5,252,124,0,6,382
Worcester,8,6,196,84,0,9,289
Worcester,9,1,530,166,0,17,713
Worcester,9,2,853,305,1,42,"1,201"
Worcester,9,3,452,190,0,18,660
Worcester,9,4,905,413,0,45,"1,363"
Worcester,9,5,966,503,1,58,"1,528"
Worcester,9,6,812,394,3,32,"1,241"
Worcester,10,1,263,86,0,13,362
Worcester,10,2,372,98,1,10,481
Worcester,10,3,291,74,2,23,390
Worcester,10,4,246,89,2,5,342
Worcester,10,5,208,74,0,7,289
Worcester,10,6,208,47,1,8,264
Worthington,,,460,221,0,10,691
Wrentham,-,1,666,752,1,43,"1,462"
Wrentham,-,2,745,781,0,53,"1,579"
Wrentham,-,3,723,707,0,42,"1,472"
Wrentham,-,4,655,802,4,37,"1,498"
Yarmouth,-,1,999,807,2,29,"1,837"
Yarmouth,-,2,912,750,0,25,"1,687"
Yarmouth,-,3,606,520,2,17,"1,145"
Yarmouth,-,4,810,624,1,24,"1,459"
Yarmouth,-,5,659,632,0,19,"1,310"
Yarmouth,-,6,761,577,0,18,"1,356"
Yarmouth,-,7,"1,068",842,0,31,"1,941"
Yarmouth,-,8,593,475,0,17,"1,085"
Yarmouth,-,8A,103,90,0,1,194
TOTALS,,,"1,539,624","908,608","1,550","61,679","2,511,461"
