City/Town,Ward,Pct,"Sarah E. Maxwell","Barbara M. Mendez","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Unenrolled
Nantucket,-,1,"5,490",818,26,"1,004","7,338"
TOTALS,,,"5,490",818,26,"1,004","7,338"
