City/Town,Ward,Pct,"Mary Elizabeth Adams","All Others",Blanks,"Total Votes Cast"
,,,Unenrolled
Nantucket,-,1,"3,385",35,785,"4,205"
TOTALS,,,"3,385",35,785,"4,205"
