City/Town,Ward,Pct,"James A. Perelman","David J. Aguiar","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Unenrolled
Nantucket,,,"4,209",610,7,129,"4,955"
TOTALS,,,"4,209",610,7,129,"4,955"
