City/Town,Ward,Pct,"Jennifer Huggard Ferreira","All Others",Blanks,"Total Votes Cast"
,,,Unenrolled
Nantucket,-,1,"5,802",36,"1,336","7,174"
TOTALS,,,"5,802",36,"1,336","7,174"
